LEVEL3_NAM,species,genus,family,order,Fleshy,Megafauna,L,A
Brazil South,Ixora gardneriana,Ixora,Rubiaceae,Gentianales,y,0,,
Brazil West-Central,Ixora spruceana,Ixora,Rubiaceae,Gentianales,y,0,,
Brazil West-Central,Ixora truncata,Ixora,Rubiaceae,Gentianales,y,0,,
Brazil West-Central,Ixora ulei,Ixora,Rubiaceae,Gentianales,y,0,,
Brazil West-Central,Ixora venulosa,Ixora,Rubiaceae,Gentianales,y,0,,
Brazil South,Ixora venulosa,Ixora,Rubiaceae,Gentianales,y,0,,
Brazil West-Central,Kutchubaea insignis,Kutchubaea,Rubiaceae,Gentianales,y,0,,
Brazil West-Central,Kutchubaea sericantha,Kutchubaea,Rubiaceae,Gentianales,y,0,,
Brazil West-Central,Ladenbergia amazonensis,Ladenbergia,Rubiaceae,Gentianales,n,0,,
Brazil West-Central,Ladenbergia chapadensis,Ladenbergia,Rubiaceae,Gentianales,n,0,,
Brazil West-Central,Ladenbergia cujabensis,Ladenbergia,Rubiaceae,Gentianales,n,0,,
Brazil West-Central,Ladenbergia graciliflora,Ladenbergia,Rubiaceae,Gentianales,n,0,,
Mexico Southeast,Lorencea guatemalensis,Lorencea,Rubiaceae,Gentianales,n,0,,
Mexico Southeast,Machaonia acuminata,Machaonia,Rubiaceae,Gentianales,n,0,,
Brazil West-Central,Machaonia acuminata,Machaonia,Rubiaceae,Gentianales,n,0,,
Brazil South,Machaonia brasiliensis,Machaonia,Rubiaceae,Gentianales,n,0,,
Brazil West-Central,Machaonia brasiliensis,Machaonia,Rubiaceae,Gentianales,n,0,,
Mexico Southeast,Machaonia erythrocarpa,Machaonia,Rubiaceae,Gentianales,n,0,,
Mexico Southeast,Machaonia lindeniana,Machaonia,Rubiaceae,Gentianales,n,0,,
Brazil West-Central,Margaritopsis astrellantha,Margaritopsis,Rubiaceae,Gentianales,y,0,,
Brazil South,Margaritopsis astrellantha,Margaritopsis,Rubiaceae,Gentianales,y,0,,
Brazil West-Central,Margaritopsis boliviana,Margaritopsis,Rubiaceae,Gentianales,y,0,,
Brazil West-Central,Margaritopsis deinocalyx,Margaritopsis,Rubiaceae,Gentianales,y,0,,
Brazil West-Central,Margaritopsis inconspicua,Margaritopsis,Rubiaceae,Gentianales,y,0,,
Brazil West-Central,Pagamea coriacea,Pagamea,Rubiaceae,Gentianales,y,0,,
Brazil West-Central,Pagamea duckei,Pagamea,Rubiaceae,Gentianales,y,0,,
Brazil West-Central,Pagamea guianensis,Pagamea,Rubiaceae,Gentianales,y,0,,
Brazil West-Central,Pagamea plicata,Pagamea,Rubiaceae,Gentianales,y,0,,
Brazil West-Central,Pagamea thyrsiflora,Pagamea,Rubiaceae,Gentianales,y,0,,
Brazil West-Central,Palicourea affinis,Palicourea,Rubiaceae,Gentianales,y,0,,
Brazil West-Central,Palicourea amapaensis,Palicourea,Rubiaceae,Gentianales,y,0,,
Brazil West-Central,Palicourea anisoloba,Palicourea,Rubiaceae,Gentianales,y,0,,
Mexico Southeast,Palicourea breedlovei,Palicourea,Rubiaceae,Gentianales,y,0,,
Brazil West-Central,Palicourea calophylla,Palicourea,Rubiaceae,Gentianales,y,0,,
Brazil West-Central,Palicourea corymbifera,Palicourea,Rubiaceae,Gentianales,y,0,,
Mexico Southeast,Palicourea crocea,Palicourea,Rubiaceae,Gentianales,y,0,,
Brazil West-Central,Palicourea crocea,Palicourea,Rubiaceae,Gentianales,y,0,,
Brazil West-Central,Palicourea croceoides,Palicourea,Rubiaceae,Gentianales,y,0,,
Brazil South,Palicourea croceoides,Palicourea,Rubiaceae,Gentianales,y,0,,
Mexico Southeast,Palicourea domingensis,Palicourea,Rubiaceae,Gentianales,y,0,,
Brazil West-Central,Palicourea grandiflora,Palicourea,Rubiaceae,Gentianales,y,0,,
Brazil West-Central,Palicourea grandifolia,Palicourea,Rubiaceae,Gentianales,y,0,,
Brazil West-Central,Palicourea guianensis,Palicourea,Rubiaceae,Gentianales,y,0,,
Mexico Southeast,Palicourea guianensis,Palicourea,Rubiaceae,Gentianales,y,0,,
Mexico Southeast,Palicourea heydei,Palicourea,Rubiaceae,Gentianales,y,0,,
Brazil West-Central,Palicourea longistipulata,Palicourea,Rubiaceae,Gentianales,y,0,,
Brazil West-Central,Palicourea macrobotrys,Palicourea,Rubiaceae,Gentianales,y,0,,
Brazil South,Palicourea macrobotrys,Palicourea,Rubiaceae,Gentianales,y,0,,
Brazil West-Central,Palicourea mansoana,Palicourea,Rubiaceae,Gentianales,y,0,,
Brazil West-Central,Palicourea nitidella,Palicourea,Rubiaceae,Gentianales,y,0,,
Mexico Southeast,Palicourea padifolia,Palicourea,Rubiaceae,Gentianales,y,0,,
Brazil South,Palicourea rigida,Palicourea,Rubiaceae,Gentianales,y,0,,
Brazil West-Central,Palicourea rigida,Palicourea,Rubiaceae,Gentianales,y,0,,
Brazil West-Central,Palicourea sessilis,Palicourea,Rubiaceae,Gentianales,y,0,,
Brazil South,Palicourea sessilis,Palicourea,Rubiaceae,Gentianales,y,0,,
Mexico Southeast,Palicourea tetragona,Palicourea,Rubiaceae,Gentianales,y,0,,
Mexico Southeast,Pogonopus exsertus,Pogonopus,Rubiaceae,Gentianales,y,0,,
Brazil West-Central,Pogonopus tubulosus,Pogonopus,Rubiaceae,Gentianales,y,0,,
Brazil West-Central,Posoqueria longiflora,Posoqueria,Rubiaceae,Gentianales,y,0,,
Brazil South,Posoqueria palustris,Posoqueria,Rubiaceae,Gentianales,y,0,,
Brazil West-Central,Posoqueria trinitatis,Posoqueria,Rubiaceae,Gentianales,y,0,,
Mexico Southeast,Pseudomiltemia davidsonii,Pseudomiltemia,Rubiaceae,Gentianales,n,0,,
Mexico Southeast,Psychotria acuminata,Psychotria,Rubiaceae,Gentianales,y,0,,
Mexico Southeast,Psychotria aguilarii,Psychotria,Rubiaceae,Gentianales,y,0,,
Brazil South,Psychotria anceps,Psychotria,Rubiaceae,Gentianales,y,0,,
Brazil West-Central,Psychotria anceps,Psychotria,Rubiaceae,Gentianales,y,0,,
Mexico Southeast,Psychotria berteroana,Psychotria,Rubiaceae,Gentianales,y,0,,
Mexico Southeast,Psychotria brachiata,Psychotria,Rubiaceae,Gentianales,y,0,,
Brazil South,Psychotria carthagenensis,Psychotria,Rubiaceae,Gentianales,y,0,,
Brazil West-Central,Psychotria carthagenensis,Psychotria,Rubiaceae,Gentianales,y,0,,
Mexico Southeast,Psychotria carthagenensis,Psychotria,Rubiaceae,Gentianales,y,0,,
Mexico Southeast,Psychotria clivorum,Psychotria,Rubiaceae,Gentianales,y,0,,
Mexico Southeast,Psychotria costivenia,Psychotria,Rubiaceae,Gentianales,y,0,,
Mexico Southeast,Psychotria deflexa,Psychotria,Rubiaceae,Gentianales,y,0,,
Brazil South,Psychotria deflexa,Psychotria,Rubiaceae,Gentianales,y,0,,
Brazil West-Central,Psychotria deflexa,Psychotria,Rubiaceae,Gentianales,y,0,,
Mexico Southeast,Psychotria elata,Psychotria,Rubiaceae,Gentianales,y,0,,
Mexico Southeast,Psychotria flava,Psychotria,Rubiaceae,Gentianales,y,0,,
Brazil South,Psychotria fluminensis,Psychotria,Rubiaceae,Gentianales,y,0,,
Brazil South,Psychotria forsteronioides,Psychotria,Rubiaceae,Gentianales,y,0,,
Mexico Southeast,Psychotria galeottiana,Psychotria,Rubiaceae,Gentianales,y,0,,
Mexico Southeast,Psychotria grandis,Psychotria,Rubiaceae,Gentianales,y,0,,
Brazil South,Psychotria hastisepala,Psychotria,Rubiaceae,Gentianales,y,0,,
Brazil West-Central,Psychotria irwinii,Psychotria,Rubiaceae,Gentianales,y,0,,
Brazil South,Psychotria laciniata,Psychotria,Rubiaceae,Gentianales,y,0,,
Mexico Southeast,Psychotria limonensis,Psychotria,Rubiaceae,Gentianales,y,0,,
Mexico Southeast,Psychotria lorenciana,Psychotria,Rubiaceae,Gentianales,y,0,,
Mexico Southeast,Psychotria lundellii,Psychotria,Rubiaceae,Gentianales,y,0,,
Brazil South,Psychotria mapourioides,Psychotria,Rubiaceae,Gentianales,y,0,,
Brazil West-Central,Psychotria mapourioides,Psychotria,Rubiaceae,Gentianales,y,0,,
Mexico Southeast,Psychotria marginata,Psychotria,Rubiaceae,Gentianales,y,0,,
Mexico Southeast,Psychotria mexiae,Psychotria,Rubiaceae,Gentianales,y,0,,
Mexico Southeast,Psychotria micrantha,Psychotria,Rubiaceae,Gentianales,y,0,,
Brazil South,Psychotria myriantha,Psychotria,Rubiaceae,Gentianales,y,0,,
Brazil South,Psychotria nemorosa,Psychotria,Rubiaceae,Gentianales,y,0,,
Brazil South,Psychotria nuda,Psychotria,Rubiaceae,Gentianales,y,0,,
Mexico Southeast,Psychotria panamensis,Psychotria,Rubiaceae,Gentianales,y,0,,
Mexico Southeast,Psychotria papantlensis,Psychotria,Rubiaceae,Gentianales,y,0,,
Mexico Southeast,Psychotria phanerandra,Psychotria,Rubiaceae,Gentianales,y,0,,
Mexico Southeast,Psychotria pleuropoda,Psychotria,Rubiaceae,Gentianales,y,0,,
Mexico Southeast,Psychotria sarapiquensis,Psychotria,Rubiaceae,Gentianales,y,0,,
Mexico Southeast,Psychotria simiarum,Psychotria,Rubiaceae,Gentianales,y,0,,
Brazil West-Central,Psychotria spectabilis,Psychotria,Rubiaceae,Gentianales,y,0,,
Brazil West-Central,Psychotria stipulosa,Psychotria,Rubiaceae,Gentianales,y,0,,
Brazil South,Psychotria subspathulata,Psychotria,Rubiaceae,Gentianales,y,0,,
Brazil West-Central,Psychotria subundulata,Psychotria,Rubiaceae,Gentianales,y,0,,
Brazil South,Psychotria suterella,Psychotria,Rubiaceae,Gentianales,y,0,,
Mexico Southeast,Psychotria trichotoma,Psychotria,Rubiaceae,Gentianales,y,0,,
Mexico Southeast,Psychotria viridis,Psychotria,Rubiaceae,Gentianales,y,0,,
Mexico Southeast,Randia aculeata,Randia,Rubiaceae,Gentianales,y,0,,
Mexico Southeast,Randia armata,Randia,Rubiaceae,Gentianales,y,0,,
Brazil West-Central,Randia armata,Randia,Rubiaceae,Gentianales,y,0,,
Brazil South,Randia armata,Randia,Rubiaceae,Gentianales,y,0,,
Brazil South,Randia calycina,Randia,Rubiaceae,Gentianales,y,0,,
Brazil West-Central,Randia calycina,Randia,Rubiaceae,Gentianales,y,0,,
Mexico Southeast,Randia capitata,Randia,Rubiaceae,Gentianales,y,0,,
Mexico Southeast,Randia chiapensis,Randia,Rubiaceae,Gentianales,y,0,,
Mexico Southeast,Randia cinerea,Randia,Rubiaceae,Gentianales,y,0,,
Brazil South,Randia ferox,Randia,Rubiaceae,Gentianales,y,0,,
Mexico Southeast,Randia grandifolia,Randia,Rubiaceae,Gentianales,y,0,,
Mexico Southeast,Randia laetevirens,Randia,Rubiaceae,Gentianales,y,0,,
Mexico Southeast,Randia laevigata,Randia,Rubiaceae,Gentianales,y,0,,
Mexico Southeast,Randia longiloba,Randia,Rubiaceae,Gentianales,y,0,,
Mexico Southeast,Randia matudae,Randia,Rubiaceae,Gentianales,y,0,,
Mexico Southeast,Randia monantha,Randia,Rubiaceae,Gentianales,y,0,,
Mexico Southeast,Randia obcordata,Randia,Rubiaceae,Gentianales,y,0,,
Mexico Southeast,Randia petenensis,Randia,Rubiaceae,Gentianales,y,0,,
Mexico Southeast,Randia thurberi,Randia,Rubiaceae,Gentianales,y,0,,
Mexico Southeast,Randia xalapensis,Randia,Rubiaceae,Gentianales,y,0,,
Brazil West-Central,Remijia amazonica,Remijia,Rubiaceae,Gentianales,y,0,,
Brazil West-Central,Remijia ferruginea,Remijia,Rubiaceae,Gentianales,y,0,,
Brazil West-Central,Remijia firmula,Remijia,Rubiaceae,Gentianales,y,0,,
Brazil West-Central,Remijia kuhlmannii,Remijia,Rubiaceae,Gentianales,y,0,,
Brazil West-Central,Retiniphyllum kuhlmannii,Retiniphyllum,Rubiaceae,Gentianales,y,0,,
Mexico Southeast,Rogiera amoena,Rogiera,Rubiaceae,Gentianales,n,0,,
Mexico Southeast,Rogiera cordata,Rogiera,Rubiaceae,Gentianales,n,0,,
Mexico Southeast,Rogiera edwardsii,Rogiera,Rubiaceae,Gentianales,n,0,,
Mexico Southeast,Rogiera stenosiphon,Rogiera,Rubiaceae,Gentianales,n,0,,
Mexico Southeast,Rondeletia belizensis,Rondeletia,Rubiaceae,Gentianales,y,0,,
Brazil West-Central,Rudgea burchelliana,Rudgea,Rubiaceae,Gentianales,y,0,,
Brazil South,Rudgea coriacea,Rudgea,Rubiaceae,Gentianales,y,0,,
Brazil West-Central,Rudgea cornifolia,Rudgea,Rubiaceae,Gentianales,y,0,,
Mexico Southeast,Rudgea cornifolia,Rudgea,Rubiaceae,Gentianales,y,0,,
Brazil West-Central,Rudgea crassiloba,Rudgea,Rubiaceae,Gentianales,y,0,,
Brazil West-Central,Rudgea erioloba,Rudgea,Rubiaceae,Gentianales,y,0,,
Brazil South,Rudgea gardenioides,Rudgea,Rubiaceae,Gentianales,y,0,,
Brazil West-Central,Rudgea graciliflora,Rudgea,Rubiaceae,Gentianales,y,0,,
Brazil West-Central,Rudgea guyanensis,Rudgea,Rubiaceae,Gentianales,y,0,,
Brazil South,Rudgea jasminoides,Rudgea,Rubiaceae,Gentianales,y,0,,
Brazil West-Central,Rudgea jasminoides,Rudgea,Rubiaceae,Gentianales,y,0,,
Brazil West-Central,Rudgea longiflora,Rudgea,Rubiaceae,Gentianales,y,0,,
Brazil West-Central,Rudgea palicoureoides,Rudgea,Rubiaceae,Gentianales,y,0,,
Brazil South,Rudgea recurva,Rudgea,Rubiaceae,Gentianales,y,0,,
Brazil West-Central,Rudgea stipulacea,Rudgea,Rubiaceae,Gentianales,y,0,,
Brazil West-Central,Rudgea viburnoides,Rudgea,Rubiaceae,Gentianales,y,0,,
Brazil West-Central,Rustia formosa,Rustia,Rubiaceae,Gentianales,y,0,,
Brazil West-Central,Schizocalyx cuspidatus,Schizocalyx,Rubiaceae,Gentianales,n,0,,
Brazil South,Simira corumbensis,Simira,Rubiaceae,Gentianales,n,0,,
Brazil West-Central,Simira corumbensis,Simira,Rubiaceae,Gentianales,n,0,,
Brazil West-Central,Simira hexandra,Simira,Rubiaceae,Gentianales,n,0,,
Brazil West-Central,Simira macrocrater,Simira,Rubiaceae,Gentianales,n,0,,
Mexico Southeast,Simira mexicana,Simira,Rubiaceae,Gentianales,n,0,,
Brazil West-Central,Simira pilosa,Simira,Rubiaceae,Gentianales,n,0,,
Mexico Southeast,Simira rhodoclada,Simira,Rubiaceae,Gentianales,n,0,,
Brazil West-Central,Simira rubescens,Simira,Rubiaceae,Gentianales,n,0,,
Mexico Southeast,Simira salvadorensis,Simira,Rubiaceae,Gentianales,n,0,,
Brazil South,Simira sampaioana,Simira,Rubiaceae,Gentianales,n,0,,
Mexico Southeast,Sommera arborescens,Sommera,Rubiaceae,Gentianales,y,0,,
Mexico Southeast,Sommera chiapensis,Sommera,Rubiaceae,Gentianales,y,0,,
Mexico Southeast,Sommera guatemalensis,Sommera,Rubiaceae,Gentianales,y,0,,
Brazil West-Central,Sphinctanthus microphyllus,Sphinctanthus,Rubiaceae,Gentianales,y,0,,
Brazil West-Central,Stachyarrhena acuminata,Stachyarrhena,Rubiaceae,Gentianales,y,0,,
Brazil West-Central,Stachyarrhena duckei,Stachyarrhena,Rubiaceae,Gentianales,y,0,,
Brazil West-Central,Stachyarrhena penduliflora,Stachyarrhena,Rubiaceae,Gentianales,y,0,,
Brazil West-Central,Stachyarrhena spicata,Stachyarrhena,Rubiaceae,Gentianales,y,0,,
Mexico Southeast,Stenostomum lucidum,Stenostomum,Rubiaceae,Gentianales,y,0,,
Brazil South,Tocoyena brasiliensis,Tocoyena,Rubiaceae,Gentianales,y,0,,
Brazil West-Central,Tocoyena brasiliensis,Tocoyena,Rubiaceae,Gentianales,y,0,,
Brazil West-Central,Tocoyena guianensis,Tocoyena,Rubiaceae,Gentianales,y,0,,
Brazil West-Central,Tocoyena longiflora,Tocoyena,Rubiaceae,Gentianales,y,0,,
Brazil West-Central,Warszewiczia coccinea,Warszewiczia,Rubiaceae,Gentianales,n,0,,
Brazil West-Central,Warszewiczia longistaminea,Warszewiczia,Rubiaceae,Gentianales,n,0,,
Mexico Southeast,Warszewiczia uxpanapensis,Warszewiczia,Rubiaceae,Gentianales,n,0,,
Mexico Southeast,Amyris attenuata,Amyris,Rutaceae,Sapindales,y,0,,
Mexico Southeast,Amyris balsamifera,Amyris,Rutaceae,Sapindales,y,0,,
Mexico Southeast,Amyris chiapensis,Amyris,Rutaceae,Sapindales,y,0,,
Mexico Southeast,Amyris elemifera,Amyris,Rutaceae,Sapindales,y,0,,
Mexico Southeast,Amyris sylvatica,Amyris,Rutaceae,Sapindales,y,0,,
Mexico Southeast,Amyris vestita,Amyris,Rutaceae,Sapindales,y,0,,
Brazil West-Central,Angostura longiflora,Angostura,Rutaceae,Sapindales,n,0,,
Brazil South,Balfourodendron riedelianum,Balfourodendron,Rutaceae,Sapindales,n,0,,
Brazil West-Central,Balfourodendron riedelianum,Balfourodendron,Rutaceae,Sapindales,n,0,,
Brazil South,Conchocarpus pentandrus,Conchocarpus,Rutaceae,Sapindales,n,0,,
Brazil South,Conchocarpus rubrus,Conchocarpus,Rutaceae,Sapindales,n,0,,
Mexico Southeast,Decatropis bicolor,Decatropis,Rutaceae,Sapindales,n,0,,
Mexico Southeast,Decazyx esparzae,Decazyx,Rutaceae,Sapindales,n,0,,
Brazil South,Dictyoloma vandellianum,Dictyoloma,Rutaceae,Sapindales,n,0,,
Brazil West-Central,Dictyoloma vandellianum,Dictyoloma,Rutaceae,Sapindales,n,0,,
Brazil West-Central,Erythrochiton brasiliense,Erythrochiton,Rutaceae,Sapindales,n,0,,
Brazil West-Central,Esenbeckia almawillia,Esenbeckia,Rutaceae,Sapindales,n,0,,
Mexico Southeast,Esenbeckia berlandieri,Esenbeckia,Rutaceae,Sapindales,n,0,,
Mexico Southeast,Esenbeckia bicolor,Esenbeckia,Rutaceae,Sapindales,n,0,,
Brazil West-Central,Esenbeckia cowanii,Esenbeckia,Rutaceae,Sapindales,n,0,,
Brazil South,Esenbeckia densiflora,Esenbeckia,Rutaceae,Sapindales,n,0,,
Brazil West-Central,Esenbeckia febrifuga,Esenbeckia,Rutaceae,Sapindales,n,0,,
Brazil South,Esenbeckia febrifuga,Esenbeckia,Rutaceae,Sapindales,n,0,,
Brazil South,Esenbeckia grandiflora,Esenbeckia,Rutaceae,Sapindales,n,0,,
Brazil West-Central,Esenbeckia grandiflora,Esenbeckia,Rutaceae,Sapindales,n,0,,
Brazil South,Esenbeckia hieronymi,Esenbeckia,Rutaceae,Sapindales,n,0,,
Brazil West-Central,Esenbeckia hieronymi,Esenbeckia,Rutaceae,Sapindales,n,0,,
Brazil South,Esenbeckia leiocarpa,Esenbeckia,Rutaceae,Sapindales,n,0,,
Brazil West-Central,Esenbeckia leiocarpa,Esenbeckia,Rutaceae,Sapindales,n,0,,
Brazil West-Central,Esenbeckia oligantha,Esenbeckia,Rutaceae,Sapindales,n,0,,
Mexico Southeast,Esenbeckia pentaphylla,Esenbeckia,Rutaceae,Sapindales,n,0,,
Brazil West-Central,Esenbeckia pilocarpoides,Esenbeckia,Rutaceae,Sapindales,n,0,,
Brazil West-Central,Galipea ciliata,Galipea,Rutaceae,Sapindales,y,0,,
Brazil West-Central,Galipea jasminiflora,Galipea,Rutaceae,Sapindales,y,0,,
Brazil West-Central,Galipea trifoliata,Galipea,Rutaceae,Sapindales,y,0,,
Brazil West-Central,Helietta apiculata,Helietta,Rutaceae,Sapindales,y,0,,
Brazil South,Helietta apiculata,Helietta,Rutaceae,Sapindales,n,0,,
Brazil West-Central,Helietta glaziovii,Helietta,Rutaceae,Sapindales,n,0,,
Brazil West-Central,Helietta puberula,Helietta,Rutaceae,Sapindales,n,0,,
Brazil West-Central,Hortia longifolia,Hortia,Rutaceae,Sapindales,y,0,,
Brazil West-Central,Hortia oreadica,Hortia,Rutaceae,Sapindales,y,0,,
Mexico Southeast,Megastigma skinneri,Megastigma,Rutaceae,Sapindales,n,0,,
Brazil West-Central,Metrodorea flavida,Metrodorea,Rutaceae,Sapindales,n,0,,
Brazil South,Metrodorea nigra,Metrodorea,Rutaceae,Sapindales,n,0,,
Brazil West-Central,Metrodorea nigra,Metrodorea,Rutaceae,Sapindales,n,0,,
Brazil West-Central,Metrodorea stipularis,Metrodorea,Rutaceae,Sapindales,n,0,,
Brazil West-Central,Nycticalanthus speciosus,Nycticalanthus,Rutaceae,Sapindales,n,0,,
Mexico Southeast,Peltostigma pteleoides,Peltostigma,Rutaceae,Sapindales,n,0,,
Brazil South,Pilocarpus pauciflorus,Pilocarpus,Rutaceae,Sapindales,n,0,,
Brazil South,Pilocarpus pennatifolius,Pilocarpus,Rutaceae,Sapindales,n,0,,
Brazil West-Central,Pilocarpus pennatifolius,Pilocarpus,Rutaceae,Sapindales,n,0,,
Brazil West-Central,Pilocarpus peruvianus,Pilocarpus,Rutaceae,Sapindales,n,0,,
Mexico Southeast,Pilocarpus racemosus,Pilocarpus,Rutaceae,Sapindales,n,0,,
Brazil South,Pilocarpus spicatus,Pilocarpus,Rutaceae,Sapindales,n,0,,
Brazil West-Central,Pilocarpus trachylophus,Pilocarpus,Rutaceae,Sapindales,n,0,,
Chile Central,Pitavia punctata,Pitavia,Rutaceae,Sapindales,y,0,,
Brazil West-Central,Rauia resinosa,Rauia,Rutaceae,Sapindales,n,0,,
Brazil South,Raulinoa echinata,Raulinoa,Rutaceae,Sapindales,n,0,,
Brazil West-Central,Sohnreyia excelsa,Sohnreyia,Rutaceae,Sapindales,n,0,,
Brazil West-Central,Ticorea tubiflora,Ticorea,Rutaceae,Sapindales,n,0,,
Mexico Southeast,Toxosiphon lindenii,Toxosiphon,Rutaceae,Sapindales,n,0,,
Mexico Southeast,Zanthoxylum acuminatum,Zanthoxylum,Rutaceae,Sapindales,y,0,,
Brazil West-Central,Zanthoxylum acuminatum,Zanthoxylum,Rutaceae,Sapindales,y,0,,
Brazil West-Central,Zanthoxylum amapaense,Zanthoxylum,Rutaceae,Sapindales,y,0,,
Brazil West-Central,Zanthoxylum caribaeum,Zanthoxylum,Rutaceae,Sapindales,y,0,,
Brazil South,Zanthoxylum caribaeum,Zanthoxylum,Rutaceae,Sapindales,y,0,,
Mexico Southeast,Zanthoxylum caribaeum,Zanthoxylum,Rutaceae,Sapindales,y,0,,
Brazil West-Central,Zanthoxylum compactum,Zanthoxylum,Rutaceae,Sapindales,y,0,,
Brazil West-Central,Zanthoxylum ekmanii,Zanthoxylum,Rutaceae,Sapindales,y,0,,
Mexico Southeast,Zanthoxylum ekmanii,Zanthoxylum,Rutaceae,Sapindales,y,0,,
Brazil South,Zanthoxylum fagara,Zanthoxylum,Rutaceae,Sapindales,y,0,,
Brazil West-Central,Zanthoxylum fagara,Zanthoxylum,Rutaceae,Sapindales,y,0,,
Mexico Southeast,Zanthoxylum fagara,Zanthoxylum,Rutaceae,Sapindales,y,0,,
Mexico Southeast,Zanthoxylum flavum,Zanthoxylum,Rutaceae,Sapindales,y,0,,
Brazil West-Central,Zanthoxylum huberi,Zanthoxylum,Rutaceae,Sapindales,y,0,,
Brazil South,Zanthoxylum kleinii,Zanthoxylum,Rutaceae,Sapindales,y,0,,
Mexico Southeast,Zanthoxylum limoncello,Zanthoxylum,Rutaceae,Sapindales,y,0,,
Mexico Southeast,Zanthoxylum melanostictum,Zanthoxylum,Rutaceae,Sapindales,y,0,,
Mexico Southeast,Zanthoxylum mollissimum,Zanthoxylum,Rutaceae,Sapindales,y,0,,
Brazil South,Zanthoxylum monogynum,Zanthoxylum,Rutaceae,Sapindales,y,0,,
Brazil West-Central,Zanthoxylum monogynum,Zanthoxylum,Rutaceae,Sapindales,y,0,,
Mexico Southeast,Zanthoxylum panamense,Zanthoxylum,Rutaceae,Sapindales,y,0,,
Mexico Southeast,Zanthoxylum petenense,Zanthoxylum,Rutaceae,Sapindales,y,0,,
Brazil South,Zanthoxylum petiolare,Zanthoxylum,Rutaceae,Sapindales,y,0,,
Brazil West-Central,Zanthoxylum petiolare,Zanthoxylum,Rutaceae,Sapindales,y,0,,
Mexico Southeast,Zanthoxylum quassiifolium,Zanthoxylum,Rutaceae,Sapindales,y,0,,
Mexico Southeast,Zanthoxylum rhoifolium,Zanthoxylum,Rutaceae,Sapindales,y,0,,
Brazil South,Zanthoxylum rhoifolium,Zanthoxylum,Rutaceae,Sapindales,y,0,,
Brazil West-Central,Zanthoxylum rhoifolium,Zanthoxylum,Rutaceae,Sapindales,y,0,,
Brazil South,Zanthoxylum riedelianum,Zanthoxylum,Rutaceae,Sapindales,y,0,,
Mexico Southeast,Zanthoxylum riedelianum,Zanthoxylum,Rutaceae,Sapindales,y,0,,
Brazil West-Central,Zanthoxylum riedelianum,Zanthoxylum,Rutaceae,Sapindales,y,0,,
Brazil West-Central,Zanthoxylum rigidum,Zanthoxylum,Rutaceae,Sapindales,y,0,,
Brazil West-Central,Zanthoxylum sprucei,Zanthoxylum,Rutaceae,Sapindales,y,0,,
Brazil South,Zanthoxylum tingoassuiba,Zanthoxylum,Rutaceae,Sapindales,y,0,,
Mexico Southeast,Meliosma dentata,Meliosma,Sabiaceae,Proteales,y,0,,
Mexico Southeast,Meliosma echeverriae,Meliosma,Sabiaceae,Proteales,y,0,,
Brazil West-Central,Meliosma herbertii,Meliosma,Sabiaceae,Proteales,y,0,,
Mexico Southeast,Meliosma idiopoda,Meliosma,Sabiaceae,Proteales,y,0,,
Brazil West-Central,Meliosma sellowii,Meliosma,Sabiaceae,Proteales,y,0,,
Brazil South,Meliosma sellowii,Meliosma,Sabiaceae,Proteales,y,0,,
Brazil West-Central,Ophiocaryon manausense,Ophiocaryon,Sabiaceae,Proteales,n,0,,
Chile Central,Azara celastrinea,Azara,Salicaceae,Malpighiales,y,0,,
Chile Central,Azara dentata,Azara,Salicaceae,Malpighiales,y,0,,
Chile Central,Azara integrifolia,Azara,Salicaceae,Malpighiales,y,0,,
Chile Central,Azara lanceolata,Azara,Salicaceae,Malpighiales,y,0,,
Chile Central,Azara microphylla,Azara,Salicaceae,Malpighiales,y,0,,
Chile Central,Azara petiolaris,Azara,Salicaceae,Malpighiales,y,0,,
Chile Central,Azara serrata,Azara,Salicaceae,Malpighiales,y,0,,
Brazil South,Azara uruguayensis,Azara,Salicaceae,Malpighiales,y,0,,
Brazil West-Central,Banara arguta,Banara,Salicaceae,Malpighiales,n,0,,
Brazil West-Central,Banara guianensis,Banara,Salicaceae,Malpighiales,n,0,,
Brazil West-Central,Banara nitida,Banara,Salicaceae,Malpighiales,n,0,,
Brazil South,Banara parviflora,Banara,Salicaceae,Malpighiales,n,0,,
Brazil West-Central,Banara tomentosa,Banara,Salicaceae,Malpighiales,n,0,,
Brazil South,Banara tomentosa,Banara,Salicaceae,Malpighiales,n,0,,
Brazil South,Banara umbraticola,Banara,Salicaceae,Malpighiales,n,0,,
Mexico Southeast,Bartholomaea sessiliflora,Bartholomaea,Salicaceae,Malpighiales,n,0,,
Mexico Southeast,Casearia aculeata,Casearia,Salicaceae,Malpighiales,y,0,,
Brazil South,Casearia aculeata,Casearia,Salicaceae,Malpighiales,y,0,,
Brazil West-Central,Casearia aculeata,Casearia,Salicaceae,Malpighiales,y,0,,
Mexico Southeast,Casearia arborea,Casearia,Salicaceae,Malpighiales,y,0,,
Brazil West-Central,Casearia arborea,Casearia,Salicaceae,Malpighiales,y,0,,
Brazil South,Casearia arborea,Casearia,Salicaceae,Malpighiales,y,0,,
Mexico Southeast,Casearia arguta,Casearia,Salicaceae,Malpighiales,y,0,,
Mexico Southeast,Casearia bartlettii,Casearia,Salicaceae,Malpighiales,y,0,,
