LEVEL3_NAM,species,genus,family,order,Fleshy,Megafauna,L,A
Brazil West-Central,Guarea cinnamomea,Guarea,Meliaceae,Sapindales,y,1,6,4
Mexico Southeast,Guarea grandifolia,Guarea,Meliaceae,Sapindales,y,1,8,6.5
Brazil West-Central,Guarea purusana,Guarea,Meliaceae,Sapindales,y,1,5,3
Brazil West-Central,Guarea trunciflora,Guarea,Meliaceae,Sapindales,y,1,5,3.5
Brazil South,Brosimum gaudichaudii,Brosimum,Moraceae,Rosales,y,1,4,4
Brazil West-Central,Brosimum gaudichaudii,Brosimum,Moraceae,Rosales,y,1,4,4
Mexico Southeast,Castilla elastica,Castilla,Moraceae,Rosales,y,1,4.5,4.5
Brazil South,Acca sellowiana,Acca,Myrtaceae,Myrtales,y,1,6,4
Brazil West-Central,Campomanesia lineatifolia,Campomanesia,Myrtaceae,Myrtales,y,1,4,4
Brazil South,Campomanesia phaea,Campomanesia,Myrtaceae,Myrtales,y,1,3,4
Brazil South,Eugenia fusca,Eugenia,Myrtaceae,Myrtales,y,1,2,4
Brazil West-Central,Eugenia klotzschiana,Eugenia,Myrtaceae,Myrtales,y,1,8,8
Brazil West-Central,Eugenia myrcianthes,Eugenia,Myrtaceae,Myrtales,y,1,4,3
Brazil South,Eugenia myrcianthes,Eugenia,Myrtaceae,Myrtales,y,1,4,3
Brazil South,Eugenia neoverrucosa,Eugenia,Myrtaceae,Myrtales,y,1,4.4,4.8
Brazil West-Central,Eugenia stipitata,Eugenia,Myrtaceae,Myrtales,y,1,7.5,8.5
Brazil West-Central,Psidium acutangulum,Psidium,Myrtaceae,Myrtales,y,1,6,6
Brazil West-Central,Psidium canum,Psidium,Myrtaceae,Myrtales,y,1,3 a 5,
Mexico Southeast,Psidium friedrichsthalianum,Psidium,Myrtaceae,Myrtales,y,1,4,4
Mexico Southeast,Psidium guajava,Psidium,Myrtaceae,Myrtales,y,1,6.3,6.3
Brazil West-Central,Psidium guajava,Psidium,Myrtaceae,Myrtales,y,1,6.3,6.3
Brazil South,Psidium guajava,Psidium,Myrtaceae,Myrtales,y,1,6.3,6.3
Brazil West-Central,Panopsis rubescens,Panopsis,Proteaceae,Proteales,y,1,5,5
Mexico Southeast,Crataegus mexicana,Crataegus,Rosaceae,Rosales,y,1,4,4
Mexico Southeast,Genipa americana,Genipa,Rubiaceae,Gentianales,y,1,11.5,7.5
Brazil West-Central,Genipa americana,Genipa,Rubiaceae,Gentianales,y,1,11.5,7.5
Brazil South,Genipa americana,Genipa,Rubiaceae,Gentianales,y,1,11.5,7.5
Mexico Southeast,Morinda panamensis,Morinda,Rubiaceae,Gentianales,y,1,4,4
Mexico Southeast,Posoqueria coriacea,Posoqueria,Rubiaceae,Gentianales,y,1,6.8,6.8
Brazil West-Central,Posoqueria coriacea,Posoqueria,Rubiaceae,Gentianales,y,1,6.8,6.8
Brazil South,Posoqueria latifolia,Posoqueria,Rubiaceae,Gentianales,y,1,6,6
Mexico Southeast,Posoqueria latifolia,Posoqueria,Rubiaceae,Gentianales,y,1,6,6
Brazil West-Central,Posoqueria latifolia,Posoqueria,Rubiaceae,Gentianales,y,1,6,6
Brazil South,Tocoyena formosa,Tocoyena,Rubiaceae,Gentianales,y,1,3 a 3.7,2.7-3.2
Brazil West-Central,Tocoyena formosa,Tocoyena,Rubiaceae,Gentianales,y,1,3 a 3.7,
Mexico Southeast,Casimiroa edulis,Casimiroa,Rutaceae,Sapindales,y,1,6,6
Mexico Southeast,Casimiroa sapota,Casimiroa,Rutaceae,Sapindales,y,1,5,5
Mexico Southeast,Casimiroa tetrameria,Casimiroa,Rutaceae,Sapindales,y,1,5,5
Mexico Southeast,Olmediella betschleriana,Olmediella,Salicaceae,Malpighiales,y,1,4,4
Mexico Southeast,Billia rosea,Billia,Sapindaceae,Sapindales,y,1,,
Mexico Southeast,Talisia floresii,Talisia,Sapindaceae,Sapindales,y,1,4,3.5
Brazil West-Central,Chrysophyllum amazonicum,Chrysophyllum,Sapotaceae,Ericales,y,1,3,4
Mexico Southeast,Chrysophyllum cainito,Chrysophyllum,Sapotaceae,Ericales,y,1,5,5
Brazil West-Central,Chrysophyllum lucentifolium,Chrysophyllum,Sapotaceae,Ericales,y,1,4,3
Mexico Southeast,Chrysophyllum venezuelanense,Chrysophyllum,Sapotaceae,Ericales,y,1,4,4
Mexico Southeast,Manilkara zapota,Manilkara,Sapotaceae,Ericales,y,1,4,3
Brazil South,Pouteria caimito,Pouteria,Sapotaceae,Ericales,y,1,8,5
Brazil West-Central,Pouteria caimito,Pouteria,Sapotaceae,Ericales,y,1,8,5
Mexico Southeast,Pouteria campechiana,Pouteria,Sapotaceae,Ericales,y,1,9,10
Brazil West-Central,Pouteria fimbriata,Pouteria,Sapotaceae,Ericales,y,1,4,4
Brazil West-Central,Pouteria franciscana,Pouteria,Sapotaceae,Ericales,y,1,4,5
Brazil West-Central,Pouteria gardneriana,Pouteria,Sapotaceae,Ericales,y,1,3.5,3.5
Brazil South,Pouteria gardneriana,Pouteria,Sapotaceae,Ericales,y,1,3.5,3.5
Brazil South,Pouteria glomerata,Pouteria,Sapotaceae,Ericales,y,1,4,4
Mexico Southeast,Pouteria glomerata,Pouteria,Sapotaceae,Ericales,y,1,4,4
Brazil West-Central,Pouteria glomerata,Pouteria,Sapotaceae,Ericales,y,1,4,4
Brazil South,Pouteria grandiflora,Pouteria,Sapotaceae,Ericales,y,1,7.5,7.5
Brazil West-Central,Pouteria guianensis,Pouteria,Sapotaceae,Ericales,y,1,3 a 6,
Brazil West-Central,Pouteria macrophylla,Pouteria,Sapotaceae,Ericales,y,1,4,4
Brazil West-Central,Pouteria plicata,Pouteria,Sapotaceae,Ericales,y,1,2 a 4,
Brazil West-Central,Pouteria ramiflora,Pouteria,Sapotaceae,Ericales,y,1,10,
Brazil South,Pouteria salicifolia,Pouteria,Sapotaceae,Ericales,y,1,5.5,2
Mexico Southeast,Pouteria sapota,Pouteria,Sapotaceae,Ericales,y,1,10,7
Brazil South,Pouteria torta,Pouteria,Sapotaceae,Ericales,y,1,6,3.2
Brazil West-Central,Pouteria torta,Pouteria,Sapotaceae,Ericales,y,1,6,3.2
Brazil South,Pouteria venosa,Pouteria,Sapotaceae,Ericales,y,1,6,6
Brazil West-Central,Pouteria venosa,Pouteria,Sapotaceae,Ericales,y,1,6,6
Mexico Southeast,Pouteria viridis,Pouteria,Sapotaceae,Ericales,y,1,5,5
Brazil West-Central,Simaba cedron,Simaba,Simaroubaceae,Sapindales,y,1,7,7
Brazil West-Central,Simaba orinocensis,Simaba,Simaroubaceae,Sapindales,y,1,4,2
Brazil West-Central,Solanum betaceum,Solanum,Solanaceae,Solanales,y,1,6,4
Mexico Southeast,Solanum betaceum,Solanum,Solanaceae,Solanales,y,1,6,4
Brazil South,Solanum betaceum,Solanum,Solanaceae,Solanales,y,1,6,4
Brazil West-Central,Solanum crinitum,Solanum,Solanaceae,Solanales,y,1,4.6,4.2
Brazil South,Solanum crinitum,Solanum,Solanaceae,Solanales,y,1,4.6,4.2
Brazil West-Central,Solanum gomphodes,Solanum,Solanaceae,Solanales,y,1,4,4
Brazil West-Central,Solanum lycocarpum,Solanum,Solanaceae,Solanales,y,1,11.5,9
Brazil South,Solanum lycocarpum,Solanum,Solanaceae,Solanales,y,1,11.5,9
Brazil West-Central,Solanum oocarpum,Solanum,Solanaceae,Solanales,y,1,4,4
Brazil West-Central,Leonia crassa,Leonia,Violaceae,Malpighiales,y,1,4,4
Mexico Southeast,Avicennia germinans,Avicennia,Acanthaceae,Lamiales,y,0,,
Brazil South,Avicennia schaueriana,Avicennia,Acanthaceae,Lamiales,y,0,,
Mexico Southeast,Bravaisia grandiflora,Bravaisia,Acanthaceae,Lamiales,n,0,,
Mexico Southeast,Bravaisia integerrima,Bravaisia,Acanthaceae,Lamiales,n,0,,
Mexico Southeast,Spathacanthus parviflorus,Spathacanthus,Acanthaceae,Lamiales,n,0,,
Mexico Southeast,Chiangiodendron mexicanum,Chiangiodendron,Achariaceae,Malpighiales,n,0,,
Brazil West-Central,Lindackeria latifolia,Lindackeria,Achariaceae,Malpighiales,n,0,,
Mexico Southeast,Lindackeria laurina,Lindackeria,Achariaceae,Malpighiales,n,0,,
Brazil West-Central,Lindackeria paludosa,Lindackeria,Achariaceae,Malpighiales,n,0,,
Mexico Southeast,Achatocarpus nigricans,Achatocarpus,Achatocarpaceae,Caryophyllales,y,0,,
Mexico Southeast,Achatocarpus oaxacanus,Achatocarpus,Achatocarpaceae,Caryophyllales,y,0,,
Brazil South,Achatocarpus praecox,Achatocarpus,Achatocarpaceae,Caryophyllales,y,0,,
Brazil West-Central,Achatocarpus praecox,Achatocarpus,Achatocarpaceae,Caryophyllales,y,0,,
Mexico Southeast,Saurauia angustifolia,Saurauia,Actinidiaceae,Ericales,y,0,,
Mexico Southeast,Saurauia aspera,Saurauia,Actinidiaceae,Ericales,y,0,,
Mexico Southeast,Saurauia cuchumatanensis,Saurauia,Actinidiaceae,Ericales,y,0,,
Mexico Southeast,Saurauia kegeliana,Saurauia,Actinidiaceae,Ericales,y,0,,
Mexico Southeast,Saurauia leucocarpa,Saurauia,Actinidiaceae,Ericales,y,0,,
Mexico Southeast,Saurauia madrensis,Saurauia,Actinidiaceae,Ericales,y,0,,
Mexico Southeast,Saurauia matudae,Saurauia,Actinidiaceae,Ericales,y,0,,
Mexico Southeast,Saurauia oreophila,Saurauia,Actinidiaceae,Ericales,y,0,,
Mexico Southeast,Saurauia pustulata,Saurauia,Actinidiaceae,Ericales,y,0,,
Mexico Southeast,Saurauia rubiformis,Saurauia,Actinidiaceae,Ericales,y,0,,
Mexico Southeast,Saurauia scabrida,Saurauia,Actinidiaceae,Ericales,y,0,,
Mexico Southeast,Saurauia selerorum,Saurauia,Actinidiaceae,Ericales,y,0,,
Mexico Southeast,Saurauia serrata,Saurauia,Actinidiaceae,Ericales,y,0,,
Mexico Southeast,Saurauia villosa,Saurauia,Actinidiaceae,Ericales,y,0,,
Mexico Southeast,Saurauia yasicae,Saurauia,Actinidiaceae,Ericales,y,0,,
Mexico Southeast,Saurauia zahlbruckneri,Saurauia,Actinidiaceae,Ericales,y,0,,
Brazil South,Sambucus australis,Sambucus,Adoxaceae,Dipsacales,y,0,,
Brazil West-Central,Sambucus australis,Sambucus,Adoxaceae,Dipsacales,y,0,,
Chile Central,Sambucus australis,Sambucus,Adoxaceae,Dipsacales,y,0,,
Mexico Southeast,Viburnum acutifolium,Viburnum,Adoxaceae,Dipsacales,y,0,,
Mexico Southeast,Viburnum discolor,Viburnum,Adoxaceae,Dipsacales,y,0,,
Mexico Southeast,Viburnum disjunctum,Viburnum,Adoxaceae,Dipsacales,y,0,,
Mexico Southeast,Viburnum elatum,Viburnum,Adoxaceae,Dipsacales,y,0,,
Mexico Southeast,Viburnum hartwegii,Viburnum,Adoxaceae,Dipsacales,y,0,,
Mexico Southeast,Viburnum jucundum,Viburnum,Adoxaceae,Dipsacales,y,0,,
Mexico Southeast,Viburnum lautum,Viburnum,Adoxaceae,Dipsacales,y,0,,
Mexico Southeast,Viburnum obtusatum,Viburnum,Adoxaceae,Dipsacales,y,0,,
Mexico Southeast,Viburnum stenocalyx,Viburnum,Adoxaceae,Dipsacales,y,0,,
Chile Central,Aextoxicon punctatum,Aextoxicon,Aextoxicaceae,Berberidopsidales,y,0,,
California,Liquidambar styraciflua,Liquidambar,Altingiaceae,Saxifragales,n,0,,
Mexico Southeast,Liquidambar styraciflua,Liquidambar,Altingiaceae,Saxifragales,n,0,,
Mexico Southeast,Iresine arbuscula,Iresine,Amaranthaceae,Caryophyllales,n,0,,
Brazil West-Central,Anacardium spruceanum,Anacardium,Anacardiaceae,Sapindales,y,0,,
Brazil West-Central,Astronium fraxinifolium,Astronium,Anacardiaceae,Sapindales,n,0,,
Brazil South,Astronium fraxinifolium,Astronium,Anacardiaceae,Sapindales,y,0,,
Brazil West-Central,Astronium graveolens,Astronium,Anacardiaceae,Sapindales,n,0,,
Brazil South,Astronium graveolens,Astronium,Anacardiaceae,Sapindales,n,0,,
Mexico Southeast,Astronium graveolens,Astronium,Anacardiaceae,Sapindales,n,0,,
Brazil West-Central,Astronium lecointei,Astronium,Anacardiaceae,Sapindales,n,0,,
Brazil West-Central,Astronium nelson,Astronium,Anacardiaceae,Sapindales,n,0,,
Mexico Southeast,Attilaea abalak,Attilaea,Anacardiaceae,Sapindales,y,0,,
Mexico Southeast,Comocladia guatemalensis,Comocladia,Anacardiaceae,Sapindales,y,0,,
Mexico Southeast,Comocladia macrophylla,Comocladia,Anacardiaceae,Sapindales,y,0,,
Brazil West-Central,Cyrtocarpa caatingae,Cyrtocarpa,Anacardiaceae,Sapindales,y,0,,
Mexico Southeast,Cyrtocarpa kruseana,Cyrtocarpa,Anacardiaceae,Sapindales,y,0,,
Mexico Southeast,Cyrtocarpa procera,Cyrtocarpa,Anacardiaceae,Sapindales,y,0,,
Brazil South,Lithrea brasiliensis,Lithrea,Anacardiaceae,Sapindales,y,0,,
Brazil West-Central,Lithrea brasiliensis,Lithrea,Anacardiaceae,Sapindales,y,0,,
Chile Central,Lithrea caustica,Lithrea,Anacardiaceae,Sapindales,y,0,,
Brazil West-Central,Lithrea molleoides,Lithrea,Anacardiaceae,Sapindales,y,0,,
Brazil South,Lithrea molleoides,Lithrea,Anacardiaceae,Sapindales,y,0,,
Mexico Southeast,Metopium brownei,Metopium,Anacardiaceae,Sapindales,y,0,,
Mexico Southeast,Mosquitoxylum jamaicense,Mosquitoxylum,Anacardiaceae,Sapindales,y,0,,
Brazil South,Myracrodruon balansae,Myracrodruon,Anacardiaceae,Sapindales,y,0,,
Brazil West-Central,Myracrodruon urundeuva,Myracrodruon,Anacardiaceae,Sapindales,y,0,,
Mexico Southeast,Pistacia mexicana,Pistacia,Anacardiaceae,Sapindales,y,0,,
Brazil West-Central,Schinopsis balansae,Schinopsis,Anacardiaceae,Sapindales,n,0,,
Brazil West-Central,Schinopsis brasiliensis,Schinopsis,Anacardiaceae,Sapindales,n,0,,
Chile Central,Schinus areira,Schinus,Anacardiaceae,Sapindales,y,0,,
Brazil South,Schinus areira,Schinus,Anacardiaceae,Sapindales,y,0,,
Brazil South,Schinus engleri,Schinus,Anacardiaceae,Sapindales,y,0,,
Brazil South,Schinus ferox,Schinus,Anacardiaceae,Sapindales,y,0,,
Chile Central,Schinus latifolius,Schinus,Anacardiaceae,Sapindales,y,0,,
Brazil West-Central,Schinus lentiscifolius,Schinus,Anacardiaceae,Sapindales,y,0,,
Brazil South,Schinus lentiscifolius,Schinus,Anacardiaceae,Sapindales,y,0,,
Brazil South,Schinus longifolius,Schinus,Anacardiaceae,Sapindales,y,0,,
Brazil West-Central,Schinus longifolius,Schinus,Anacardiaceae,Sapindales,y,0,,
Brazil South,Schinus molle,Schinus,Anacardiaceae,Sapindales,y,0,,
Chile Central,Schinus patagonicus,Schinus,Anacardiaceae,Sapindales,y,0,,
Chile Central,Schinus polygamus,Schinus,Anacardiaceae,Sapindales,y,0,,
Brazil South,Schinus terebinthifolius,Schinus,Anacardiaceae,Sapindales,y,0,,
Brazil West-Central,Schinus terebinthifolius,Schinus,Anacardiaceae,Sapindales,y,0,,
Chile Central,Schinus velutinus,Schinus,Anacardiaceae,Sapindales,y,0,,
Brazil West-Central,Spondias mombin,Spondias,Anacardiaceae,Sapindales,y,0,,
Mexico Southeast,Spondias mombin,Spondias,Anacardiaceae,Sapindales,y,0,,
Mexico Southeast,Spondias purpurea,Spondias,Anacardiaceae,Sapindales,y,0,,
Mexico Southeast,Spondias radlkoferi,Spondias,Anacardiaceae,Sapindales,y,0,3,2
Brazil South,Tapirira guianensis,Tapirira,Anacardiaceae,Sapindales,y,0,,
Brazil West-Central,Tapirira guianensis,Tapirira,Anacardiaceae,Sapindales,y,0,,
Mexico Southeast,Tapirira mexicana,Tapirira,Anacardiaceae,Sapindales,y,0,,
Brazil West-Central,Tapirira obtusa,Tapirira,Anacardiaceae,Sapindales,y,0,,
Brazil West-Central,Thyrsodium rondonianum,Thyrsodium,Anacardiaceae,Sapindales,y,0,,
Brazil West-Central,Thyrsodium spruceanum,Thyrsodium,Anacardiaceae,Sapindales,y,0,,
Mexico Southeast,Toxicodendron striatum,Toxicodendron,Anacardiaceae,Sapindales,y,0,,
Brazil West-Central,Anisophyllea manausensis,Anisophyllea,Anisophylleaceae,Cucurbitales,y,0,,
Brazil West-Central,Anaxagorea brevipes,Anaxagorea,Annonaceae,Magnoliales,n,0,,
Brazil West-Central,Anaxagorea dolichocarpa,Anaxagorea,Annonaceae,Magnoliales,n,0,,
Brazil West-Central,Anaxagorea manausensis,Anaxagorea,Annonaceae,Magnoliales,n,0,,
Brazil West-Central,Anaxagorea phaeocarpa,Anaxagorea,Annonaceae,Magnoliales,n,0,,
Brazil West-Central,Annona ambotay,Annona,Annonaceae,Magnoliales,y,0,3,3.5
Brazil West-Central,Annona cuspidata,Annona,Annonaceae,Magnoliales,y,0,4,3
Brazil South,Annona dolabripetala,Annona,Annonaceae,Magnoliales,y,0,,
Brazil West-Central,Annona dolabripetala,Annona,Annonaceae,Magnoliales,y,0,,
Brazil South,Annona emarginata,Annona,Annonaceae,Magnoliales,y,0,,
Brazil West-Central,Annona emarginata,Annona,Annonaceae,Magnoliales,y,0,,
Brazil West-Central,Annona foetida,Annona,Annonaceae,Magnoliales,y,0,,
Brazil West-Central,Annona herzogii,Annona,Annonaceae,Magnoliales,y,0,,
Brazil South,Annona maritima,Annona,Annonaceae,Magnoliales,y,0,,
Brazil South,Annona neosericea,Annona,Annonaceae,Magnoliales,y,0,,
Brazil West-Central,Annona nutans,Annona,Annonaceae,Magnoliales,y,0,,
Brazil West-Central,Annona paludosa,Annona,Annonaceae,Magnoliales,y,0,5,3
Mexico Southeast,Annona rensoniana,Annona,Annonaceae,Magnoliales,y,0,,
Brazil West-Central,Annona sericea,Annona,Annonaceae,Magnoliales,y,0,,
Brazil West-Central,Annona sylvatica,Annona,Annonaceae,Magnoliales,y,0,,
Brazil South,Annona sylvatica,Annona,Annonaceae,Magnoliales,y,0,,
Brazil South,Bocageopsis mattogrossensis,Bocageopsis,Annonaceae,Magnoliales,y,0,,
Brazil West-Central,Bocageopsis mattogrossensis,Bocageopsis,Annonaceae,Magnoliales,y,0,,
Brazil West-Central,Bocageopsis multiflora,Bocageopsis,Annonaceae,Magnoliales,y,0,,
Brazil West-Central,Cardiopetalum calophyllum,Cardiopetalum,Annonaceae,Magnoliales,y,0,,
Brazil West-Central,Cremastosperma monospermum,Cremastosperma,Annonaceae,Magnoliales,y,0,,
Mexico Southeast,Cymbopetalum baillonii,Cymbopetalum,Annonaceae,Magnoliales,y,0,,
Brazil West-Central,Cymbopetalum brasiliense,Cymbopetalum,Annonaceae,Magnoliales,y,0,,
Mexico Southeast,Cymbopetalum hintonii,Cymbopetalum,Annonaceae,Magnoliales,y,0,,
Mexico Southeast,Cymbopetalum mayanum,Cymbopetalum,Annonaceae,Magnoliales,y,0,,
Mexico Southeast,Cymbopetalum mirabile,Cymbopetalum,Annonaceae,Magnoliales,y,0,,
Mexico Southeast,Cymbopetalum penduliflorum,Cymbopetalum,Annonaceae,Magnoliales,y,0,,
Mexico Southeast,Cymbopetalum stenophyllum,Cymbopetalum,Annonaceae,Magnoliales,y,0,,
Mexico Southeast,Cymbopetalum steyermarkii,Cymbopetalum,Annonaceae,Magnoliales,y,0,,
Mexico Southeast,Desmopsis lanceolata,Desmopsis,Annonaceae,Magnoliales,y,0,,
Mexico Southeast,Desmopsis schippii,Desmopsis,Annonaceae,Magnoliales,y,0,,
Mexico Southeast,Desmopsis trunciflora,Desmopsis,Annonaceae,Magnoliales,y,0,,
Brazil West-Central,Diclinanona matogrossensis,Diclinanona,Annonaceae,Magnoliales,y,0,,
Brazil West-Central,Duguetia argentea,Duguetia,Annonaceae,Magnoliales,y,0,2.5,3
Brazil West-Central,Duguetia aripuanae,Duguetia,Annonaceae,Magnoliales,y,0,,
Brazil West-Central,Duguetia cadaverica,Duguetia,Annonaceae,Magnoliales,y,0,,
Brazil West-Central,Duguetia calycina,Duguetia,Annonaceae,Magnoliales,y,0,,
Brazil West-Central,Duguetia echinophora,Duguetia,Annonaceae,Magnoliales,y,0,,
Brazil West-Central,Duguetia flagellaris,Duguetia,Annonaceae,Magnoliales,y,0,,
Brazil West-Central,Duguetia hadrantha,Duguetia,Annonaceae,Magnoliales,y,0,,
Brazil West-Central,Duguetia inconspicua,Duguetia,Annonaceae,Magnoliales,y,0,,
Brazil West-Central,Duguetia latifolia,Duguetia,Annonaceae,Magnoliales,y,0,,
Brazil West-Central,Duguetia riparia,Duguetia,Annonaceae,Magnoliales,y,0,,
Brazil West-Central,Duguetia trunciflora,Duguetia,Annonaceae,Magnoliales,y,0,,
Brazil West-Central,Ephedranthus parviflorus,Ephedranthus,Annonaceae,Magnoliales,y,0,,
Mexico Southeast,Guatteria amplifolia,Guatteria,Annonaceae,Magnoliales,y,0,,
Brazil West-Central,Guatteria australis,Guatteria,Annonaceae,Magnoliales,y,0,,
Brazil South,Guatteria australis,Guatteria,Annonaceae,Magnoliales,y,0,,
Brazil West-Central,Guatteria blepharophylla,Guatteria,Annonaceae,Magnoliales,y,0,,
Brazil West-Central,Guatteria citriodora,Guatteria,Annonaceae,Magnoliales,y,0,,
Brazil West-Central,Guatteria discolor,Guatteria,Annonaceae,Magnoliales,y,0,,
Brazil West-Central,Guatteria dura,Guatteria,Annonaceae,Magnoliales,y,0,,
Brazil West-Central,Guatteria ferruginea,Guatteria,Annonaceae,Magnoliales,y,0,,
Brazil West-Central,Guatteria foliosa,Guatteria,Annonaceae,Magnoliales,y,0,,
Brazil West-Central,Guatteria gamosepala,Guatteria,Annonaceae,Magnoliales,y,0,,
Mexico Southeast,Guatteria grandiflora,Guatteria,Annonaceae,Magnoliales,y,0,,
Brazil West-Central,Guatteria guianensis,Guatteria,Annonaceae,Magnoliales,y,0,,
Brazil West-Central,Guatteria inundata,Guatteria,Annonaceae,Magnoliales,y,0,,
Brazil West-Central,Guatteria maypurensis,Guatteria,Annonaceae,Magnoliales,y,0,,
Brazil West-Central,Guatteria megalophylla,Guatteria,Annonaceae,Magnoliales,y,0,,
Brazil West-Central,Guatteria punctata,Guatteria,Annonaceae,Magnoliales,y,0,,
Brazil West-Central,Guatteria rigida,Guatteria,Annonaceae,Magnoliales,y,0,,
Brazil West-Central,Guatteria schomburgkiana,Guatteria,Annonaceae,Magnoliales,y,0,,
Brazil West-Central,Guatteria scytophylla,Guatteria,Annonaceae,Magnoliales,y,0,,
Brazil West-Central,Guatteria sellowiana,Guatteria,Annonaceae,Magnoliales,y,0,,
Brazil West-Central,Guatteria tomentosa,Guatteria,Annonaceae,Magnoliales,y,0,,
Mexico Southeast,Mosannona depressa,Mosannona,Annonaceae,Magnoliales,n,0,,
Brazil West-Central,Onychopetalum amazonicum,Onychopetalum,Annonaceae,Magnoliales,y,0,,
Mexico Southeast,Oxandra lanceolata,Oxandra,Annonaceae,Magnoliales,y,0,,
Brazil West-Central,Oxandra major,Oxandra,Annonaceae,Magnoliales,y,0,,
Mexico Southeast,Oxandra maya,Oxandra,Annonaceae,Magnoliales,y,0,,
Brazil West-Central,Oxandra reticulata,Oxandra,Annonaceae,Magnoliales,y,0,,
Brazil West-Central,Oxandra riedeliana,Oxandra,Annonaceae,Magnoliales,y,0,,
Brazil West-Central,Oxandra sessiliflora,Oxandra,Annonaceae,Magnoliales,y,0,,
Brazil West-Central,Oxandra xylopioides,Oxandra,Annonaceae,Magnoliales,y,0,,
Brazil South,Porcelia macrocarpa,Porcelia,Annonaceae,Magnoliales,y,0,,
Brazil West-Central,Porcelia macrocarpa,Porcelia,Annonaceae,Magnoliales,y,0,,
Brazil West-Central,Pseudoxandra lucida,Pseudoxandra,Annonaceae,Magnoliales,y,0,,
Brazil West-Central,Pseudoxandra polyphleba,Pseudoxandra,Annonaceae,Magnoliales,y,0,,
Mexico Southeast,Sapranthus campechianus,Sapranthus,Annonaceae,Magnoliales,y,0,,
Mexico Southeast,Sapranthus microcarpus,Sapranthus,Annonaceae,Magnoliales,y,0,,
Mexico Southeast,Stenanona cauliflora,Stenanona,Annonaceae,Magnoliales,y,0,,
Mexico Southeast,Stenanona migueliana,Stenanona,Annonaceae,Magnoliales,y,0,,
Mexico Southeast,Stenanona monticola,Stenanona,Annonaceae,Magnoliales,y,0,,
Brazil West-Central,Unonopsis floribunda,Unonopsis,Annonaceae,Magnoliales,y,0,,
Brazil West-Central,Unonopsis guatterioides,Unonopsis,Annonaceae,Magnoliales,y,0,,
Brazil South,Unonopsis guatterioides,Unonopsis,Annonaceae,Magnoliales,y,0,,
Brazil West-Central,Unonopsis stipitata,Unonopsis,Annonaceae,Magnoliales,y,0,,
Brazil West-Central,Xylopia amazonica,Xylopia,Annonaceae,Magnoliales,y,0,,
Brazil West-Central,Xylopia aromatica,Xylopia,Annonaceae,Magnoliales,y,0,,
Brazil South,Xylopia aromatica,Xylopia,Annonaceae,Magnoliales,y,0,,
Brazil West-Central,Xylopia benthamii,Xylopia,Annonaceae,Magnoliales,y,0,,
Brazil South,Xylopia brasiliensis,Xylopia,Annonaceae,Magnoliales,y,0,,
Brazil West-Central,Xylopia cayennensis,Xylopia,Annonaceae,Magnoliales,y,0,,
Brazil West-Central,Xylopia chivantinensis,Xylopia,Annonaceae,Magnoliales,y,0,,
Brazil West-Central,Xylopia cuspidata,Xylopia,Annonaceae,Magnoliales,y,0,,
Brazil West-Central,Xylopia discreta,Xylopia,Annonaceae,Magnoliales,y,0,,
Brazil West-Central,Xylopia emarginata,Xylopia,Annonaceae,Magnoliales,y,0,,
Mexico Southeast,Xylopia frutescens,Xylopia,Annonaceae,Magnoliales,y,0,,
Brazil West-Central,Xylopia frutescens,Xylopia,Annonaceae,Magnoliales,y,0,,
Brazil South,Xylopia langsdorfiana,Xylopia,Annonaceae,Magnoliales,y,0,,
Brazil West-Central,Xylopia multiflora,Xylopia,Annonaceae,Magnoliales,y,0,,
Brazil West-Central,Xylopia nitida,Xylopia,Annonaceae,Magnoliales,y,0,,
Brazil West-Central,Xylopia polyantha,Xylopia,Annonaceae,Magnoliales,y,0,,
Brazil South,Xylopia sericea,Xylopia,Annonaceae,Magnoliales,y,0,,
Brazil West-Central,Xylopia sericea,Xylopia,Annonaceae,Magnoliales,y,0,,
Brazil West-Central,Aspidosperma araracanga,Aspidosperma,Apocynaceae,Gentianales,n,0,,
