,code,LEVEL3_NAM,species,genus,family,order
9203,3993,Brazil West-Central,Reichenbachia hirsuta,Reichenbachia,Nyctaginaceae,Caryophyllales
9600,1903,Brazil West-Central,Schizocalyx cuspidatus,Schizocalyx,Rubiaceae,Gentianales
9614,1154,Brazil West-Central,Schoenobiblus daphnoides,Schoenobiblus,Thymelaeaceae,Malvales
9615,1492,Brazil West-Central,Schoenobiblus peruvianus,Schoenobiblus,Thymelaeaceae,Malvales
9910,403,Brazil West-Central,Sohnreyia excelsa,Sohnreyia,Rutaceae,Sapindales
10069,583,Brazil West-Central,Staminodianthus racemosus,Staminodianthus,Fabaceae,Fabales
10664,1165,Brazil West-Central,Ticorea tubiflora,Ticorea,Rutaceae,Sapindales
10697,3919,Brazil West-Central,Toulicia crassifolia,Toulicia,Sapindaceae,Sapindales
10698,1749,Brazil West-Central,Toulicia reticulata,Toulicia,Sapindaceae,Sapindales
10707,1385,Brazil West-Central,Tovomitidium speciosum,Tovomitidium,Clusiaceae,Malpighiales
1224,2068,Brazil West-Central,Bougainvillea glabra,Bougainvillea,Nyctaginaceae,Caryophyllales
1226,4024,Brazil West-Central,Bougainvillea praecox,Bougainvillea,Nyctaginaceae,Caryophyllales
1227,4034,Brazil West-Central,Bougainvillea malmeana,Bougainvillea,Nyctaginaceae,Caryophyllales
1228,4013,Brazil West-Central,Bougainvillea campanulata,Bougainvillea,Nyctaginaceae,Caryophyllales
4803,1868,Brazil West-Central,Guapira areolata,Guapira,Nyctaginaceae,Caryophyllales
4804,1922,Brazil West-Central,Guapira graciliflora,Guapira,Nyctaginaceae,Caryophyllales
4805,4105,Brazil West-Central,Guapira venosa,Guapira,Nyctaginaceae,Caryophyllales
4807,1705,Brazil West-Central,Guapira hirsuta,Guapira,Nyctaginaceae,Caryophyllales
4809,3670,Brazil West-Central,Guapira noxia,Guapira,Nyctaginaceae,Caryophyllales
4812,1869,Brazil West-Central,Guapira opposita,Guapira,Nyctaginaceae,Caryophyllales
4814,3693,Brazil West-Central,Guapira campestris,Guapira,Nyctaginaceae,Caryophyllales
7279,308,Brazil West-Central,Neea ovalifolia,Neea,Nyctaginaceae,Caryophyllales
7280,305,Brazil West-Central,Neea hermaphrodita,Neea,Nyctaginaceae,Caryophyllales
7282,1410,Brazil West-Central,Neea floribunda,Neea,Nyctaginaceae,Caryophyllales
7283,306,Brazil West-Central,Neea macrophylla,Neea,Nyctaginaceae,Caryophyllales
7285,782,Brazil West-Central,Neea obovata,Neea,Nyctaginaceae,Caryophyllales
7287,1628,Brazil West-Central,Neea parviflora,Neea,Nyctaginaceae,Caryophyllales
7288,307,Brazil West-Central,Neea oppositifolia,Neea,Nyctaginaceae,Caryophyllales
7289,3572,Brazil West-Central,Neea theifera,Neea,Nyctaginaceae,Caryophyllales
7290,781,Brazil West-Central,Neea madeirana,Neea,Nyctaginaceae,Caryophyllales
8245,2032,Brazil West-Central,Pisonia zapallo,Pisonia,Nyctaginaceae,Caryophyllales
8247,3960,Brazil West-Central,Pisonia aculeata,Pisonia,Nyctaginaceae,Caryophyllales
1895,1054,Brazil West-Central,Cespedesia spathulata,Cespedesia,Ochnaceae,Malpighiales
5722,1617,Brazil West-Central,Lacunaria oppositifolia,Lacunaria,Ochnaceae,Malpighiales
5723,1254,Brazil West-Central,Lacunaria crenata,Lacunaria,Ochnaceae,Malpighiales
5724,235,Brazil West-Central,Lacunaria jenmanii,Lacunaria,Ochnaceae,Malpighiales
5725,236,Brazil West-Central,Lacunaria macrostachya,Lacunaria,Ochnaceae,Malpighiales
7700,1412,Brazil West-Central,Ouratea simulans,Ouratea,Ochnaceae,Malpighiales
7702,672,Brazil West-Central,Ouratea superba,Ouratea,Ochnaceae,Malpighiales
7703,671,Brazil West-Central,Ouratea chrysopetala,Ouratea,Ochnaceae,Malpighiales
7705,1999,Brazil West-Central,Ouratea salicifolia,Ouratea,Ochnaceae,Malpighiales
7707,3573,Brazil West-Central,Ouratea hexasperma,Ouratea,Ochnaceae,Malpighiales
7709,999,Brazil West-Central,Ouratea castaneifolia,Ouratea,Ochnaceae,Malpighiales
7711,1548,Brazil West-Central,Ouratea hoehnei,Ouratea,Ochnaceae,Malpighiales
7715,1285,Brazil West-Central,Ouratea ferruginea,Ouratea,Ochnaceae,Malpighiales
7718,1757,Brazil West-Central,Ouratea polygyna,Ouratea,Ochnaceae,Malpighiales
7719,3702,Brazil West-Central,Ouratea glaucescens,Ouratea,Ochnaceae,Malpighiales
7720,3674,Brazil West-Central,Ouratea spectabilis,Ouratea,Ochnaceae,Malpighiales
7722,1714,Brazil West-Central,Ouratea claudei,Ouratea,Ochnaceae,Malpighiales
7724,888,Brazil West-Central,Ouratea discophora,Ouratea,Ochnaceae,Malpighiales
9124,1304,Brazil West-Central,Quiina amazonica,Quiina,Ochnaceae,Malpighiales
9125,571,Brazil West-Central,Quiina rhytidopus,Quiina,Ochnaceae,Malpighiales
9127,4107,Brazil West-Central,Quiina parvifolia,Quiina,Ochnaceae,Malpighiales
9128,379,Brazil West-Central,Quiina paraensis,Quiina,Ochnaceae,Malpighiales
9129,378,Brazil West-Central,Quiina negrensis,Quiina,Ochnaceae,Malpighiales
9130,688,Brazil West-Central,Quiina tinifolia,Quiina,Ochnaceae,Malpighiales
9131,1488,Brazil West-Central,Quiina pteridophylla,Quiina,Ochnaceae,Malpighiales
9132,1487,Brazil West-Central,Quiina florida,Quiina,Ochnaceae,Malpighiales
9133,1149,Brazil West-Central,Quiina cruegeriana,Quiina,Ochnaceae,Malpighiales
10700,1570,Brazil West-Central,Touroulia guianensis,Touroulia,Ochnaceae,Malpighiales
3385,3782,Brazil West-Central,Dulacia pauciflora,Dulacia,Olacaceae,Santalales
3386,4006,Brazil West-Central,Dulacia papillosa,Dulacia,Olacaceae,Santalales
3387,508,Brazil West-Central,Dulacia candida,Dulacia,Olacaceae,Santalales
3388,729,Brazil West-Central,Dulacia inopiflora,Dulacia,Olacaceae,Santalales
3389,3834,Brazil West-Central,Dulacia egleri,Dulacia,Olacaceae,Santalales
9026,1642,Brazil West-Central,Ptychopetalum olacoides,Ptychopetalum,Olacaceae,Santalales
1995,1981,Brazil West-Central,Chionanthus trichotomus,Chionanthus,Oleaceae,Lamiales
2010,3631,Brazil West-Central,Chionanthus crassifolius,Chionanthus,Oleaceae,Lamiales
8606,2003,Brazil West-Central,Priogymnanthus hasslerianus,Priogymnanthus,Oleaceae,Lamiales
174,1503,Brazil West-Central,Agonandra silvatica,Agonandra,Opiliaceae,Santalales
175,1676,Brazil West-Central,Agonandra excelsa,Agonandra,Opiliaceae,Santalales
178,961,Brazil West-Central,Agonandra brasiliensis,Agonandra,Opiliaceae,Santalales
3142,1447,Brazil West-Central,Dilkea retusa,Dilkea,Passifloraceae,Malpighiales
10581,713,Brazil West-Central,Ternstroemia candolleana,Ternstroemia,Pentaphylacaceae,Ericales
10583,3827,Brazil West-Central,Ternstroemia carnosa,Ternstroemia,Pentaphylacaceae,Ericales
10585,3879,Brazil West-Central,Ternstroemia brasiliensis,Ternstroemia,Pentaphylacaceae,Ericales
10587,796,Brazil West-Central,Ternstroemia dentata,Ternstroemia,Pentaphylacaceae,Ericales
10589,1011,Brazil West-Central,Ternstroemia punctata,Ternstroemia,Pentaphylacaceae,Ericales
1927,4000,Brazil West-Central,Chaetocarpus myrsinites,Chaetocarpus,Peraceae,Malpighiales
1928,1686,Brazil West-Central,Chaetocarpus echinocarpus,Chaetocarpus,Peraceae,Malpighiales
1929,111,Brazil West-Central,Chaetocarpus schomburgkianus,Chaetocarpus,Peraceae,Malpighiales
7935,3663,Brazil West-Central,Pera androgyna,Pera,Peraceae,Malpighiales
7937,1737,Brazil West-Central,Pera heteranthera,Pera,Peraceae,Malpighiales
7938,786,Brazil West-Central,Pera bicolor,Pera,Peraceae,Malpighiales
7939,329,Brazil West-Central,Pera distichophylla,Pera,Peraceae,Malpighiales
7940,1415,Brazil West-Central,Pera eiteniorum,Pera,Peraceae,Malpighiales
7941,1549,Brazil West-Central,Pera tomentosa,Pera,Peraceae,Malpighiales
7942,937,Brazil West-Central,Pera glabrata,Pera,Peraceae,Malpighiales
7943,787,Brazil West-Central,Pera decipiens,Pera,Peraceae,Malpighiales
7944,825,Brazil West-Central,Pera coccinea,Pera,Peraceae,Malpighiales
7945,1480,Brazil West-Central,Pera anisotricha,Pera,Peraceae,Malpighiales
8371,736,Brazil West-Central,Pogonophora schomburgkiana,Pogonophora,Peraceae,Malpighiales
367,605,Brazil West-Central,Amanoa sinuosa,Amanoa,Phyllanthaceae,Malpighiales
368,483,Brazil West-Central,Amanoa oblongifolia,Amanoa,Phyllanthaceae,Malpighiales
369,1023,Brazil West-Central,Amanoa guianensis,Amanoa,Phyllanthaceae,Malpighiales
370,622,Brazil West-Central,Amanoa glaucophylla,Amanoa,Phyllanthaceae,Malpighiales
3279,661,Brazil West-Central,Discocarpus spruceanus,Discocarpus,Phyllanthaceae,Malpighiales
3280,507,Brazil West-Central,Discocarpus essequeboensis,Discocarpus,Phyllanthaceae,Malpighiales
5145,1770,Brazil West-Central,Hieronyma oblonga,Hieronyma,Phyllanthaceae,Malpighiales
5147,1243,Brazil West-Central,Hieronyma alchorneoides,Hieronyma,Phyllanthaceae,Malpighiales
5581,665,Brazil West-Central,Jablonskia congesta,Jablonskia,Phyllanthaceae,Malpighiales
6344,1272,Brazil West-Central,Margaritaria nobilis,Margaritaria,Phyllanthaceae,Malpighiales
8036,4029,Brazil West-Central,Phyllanthus chacoensis,Phyllanthus,Phyllanthaceae,Malpighiales
8038,826,Brazil West-Central,Phyllanthus juglandifolius,Phyllanthus,Phyllanthaceae,Malpighiales
8040,4100,Brazil West-Central,Phyllanthus attenuatus,Phyllanthus,Phyllanthaceae,Malpighiales
8044,561,Brazil West-Central,Phyllanthus poeppigianus,Phyllanthus,Phyllanthaceae,Malpighiales
8056,938,Brazil West-Central,Phyllanthus acuminatus,Phyllanthus,Phyllanthaceae,Malpighiales
9270,1694,Brazil West-Central,Richeria grandis,Richeria,Phyllanthaceae,Malpighiales
9516,2005,Brazil West-Central,Savia dictyocarpa,Savia,Phyllanthaceae,Malpighiales
4636,731,Brazil West-Central,Gallesia integrifolia,Gallesia,Phytolaccaceae,Caryophyllales
8074,1963,Brazil West-Central,Phytolacca dioica,Phytolacca,Phytolaccaceae,Caryophyllales
9668,2089,Brazil West-Central,Seguieria americana,Seguieria,Phytolaccaceae,Caryophyllales
9669,3963,Brazil West-Central,Seguieria paraguayensis,Seguieria,Phytolaccaceae,Caryophyllales
8082,3625,Brazil West-Central,Picramnia glazioviana,Picramnia,Picramniaceae,Picramniales
8083,1739,Brazil West-Central,Picramnia latifolia,Picramnia,Picramniaceae,Picramniales
8084,3941,Brazil West-Central,Picramnia ramiflora,Picramnia,Picramniaceae,Picramniales
8087,1833,Brazil West-Central,Picramnia elliptica,Picramnia,Picramniaceae,Picramniales
8089,1817,Brazil West-Central,Picramnia sellowii,Picramnia,Picramniaceae,Picramniales
8092,335,Brazil West-Central,Picramnia spruceana,Picramnia,Picramniaceae,Picramniales
8093,333,Brazil West-Central,Picramnia juniniana,Picramnia,Picramniaceae,Picramniales
8094,334,Brazil West-Central,Picramnia magnifolia,Picramnia,Picramniaceae,Picramniales
8234,562,Brazil West-Central,Piranhea trifoliata,Piranhea,Picrodendraceae,Malpighiales
8235,3724,Brazil West-Central,Piranhea securinega,Piranhea,Picrodendraceae,Malpighiales
8152,1893,Brazil West-Central,Piper macedoi,Piper,Piperaceae,Piperales
8156,3505,Brazil West-Central,Piper crassinervium,Piper,Piperaceae,Piperales
8158,3639,Brazil West-Central,Piper tectoniifolium,Piper,Piperaceae,Piperales
8164,339,Brazil West-Central,Piper reticulatum,Piper,Piperaceae,Piperales
8166,337,Brazil West-Central,Piper arboreum,Piper,Piperaceae,Piperales
8170,1633,Brazil West-Central,Piper obliquum,Piper,Piperaceae,Piperales
8180,1834,Brazil West-Central,Piper mollicomum,Piper,Piperaceae,Piperales
8182,1776,Brazil West-Central,Piper amalago,Piper,Piperaceae,Piperales
8186,1290,Brazil West-Central,Piper cernuum,Piper,Piperaceae,Piperales
8192,338,Brazil West-Central,Piper hispidum,Piper,Piperaceae,Piperales
8194,336,Brazil West-Central,Piper aduncum,Piper,Piperaceae,Piperales
8200,1481,Brazil West-Central,Piper tuberculatum,Piper,Piperaceae,Piperales
4785,1662,Brazil West-Central,Guadua paniculata,Guadua,Poaceae,Poales
4786,2106,Brazil West-Central,Guadua angustifolia,Guadua,Poaceae,Poales
4788,4096,Brazil West-Central,Guadua calderoniana,Guadua,Poaceae,Poales
4789,3885,Brazil West-Central,Guadua tagoara,Guadua,Poaceae,Poales
4790,1681,Brazil West-Central,Guadua refracta,Guadua,Poaceae,Poales
4791,3983,Brazil West-Central,Guadua chacoensis,Guadua,Poaceae,Poales
4792,1402,Brazil West-Central,Guadua weberbaueri,Guadua,Poaceae,Poales
4793,3836,Brazil West-Central,Guadua virgata,Guadua,Poaceae,Poales
4796,3761,Brazil West-Central,Guadua magna,Guadua,Poaceae,Poales
50,1786,Brazil West-Central,Acanthocladus albicans,Acanthocladus,Polygalaceae,Fabales
52,2062,Brazil West-Central,Acanthocladus brasiliensis,Acanthocladus,Polygalaceae,Fabales
1268,913,Brazil West-Central,Bredemeyera lucida,Bredemeyera,Polygalaceae,Fabales
1270,912,Brazil West-Central,Bredemeyera divaricata,Bredemeyera,Polygalaceae,Fabales
1271,846,Brazil West-Central,Bredemeyera floribunda,Bredemeyera,Polygalaceae,Fabales
6910,687,Brazil West-Central,Moutabea guianensis,Moutabea,Polygalaceae,Fabales
6911,1625,Brazil West-Central,Moutabea excoriata,Moutabea,Polygalaceae,Fabales
2244,607,Brazil West-Central,Coccoloba marginata,Coccoloba,Polygonaceae,Caryophyllales
2245,2108,Brazil West-Central,Coccoloba argentinensis,Coccoloba,Polygonaceae,Caryophyllales
2246,715,Brazil West-Central,Coccoloba lucidula,Coccoloba,Polygonaceae,Caryophyllales
2251,1596,Brazil West-Central,Coccoloba obtusifolia,Coccoloba,Polygonaceae,Caryophyllales
2255,1199,Brazil West-Central,Coccoloba declinata,Coccoloba,Polygonaceae,Caryophyllales
2257,121,Brazil West-Central,Coccoloba excelsa,Coccoloba,Polygonaceae,Caryophyllales
2259,3929,Brazil West-Central,Coccoloba cujabensis,Coccoloba,Polygonaceae,Caryophyllales
2265,630,Brazil West-Central,Coccoloba ovata,Coccoloba,Polygonaceae,Caryophyllales
2268,694,Brazil West-Central,Coccoloba coronata,Coccoloba,Polygonaceae,Caryophyllales
2269,120,Brazil West-Central,Coccoloba densifrons,Coccoloba,Polygonaceae,Caryophyllales
2270,728,Brazil West-Central,Coccoloba mollis,Coccoloba,Polygonaceae,Caryophyllales
2272,1398,Brazil West-Central,Coccoloba latifolia,Coccoloba,Polygonaceae,Caryophyllales
2275,4151,Brazil West-Central,Coccoloba paraguariensis,Coccoloba,Polygonaceae,Caryophyllales
2276,3855,Brazil West-Central,Coccoloba salicifolia,Coccoloba,Polygonaceae,Caryophyllales
2284,4027,Brazil West-Central,Coccoloba guaranitica,Coccoloba,Polygonaceae,Caryophyllales
9378,4009,Brazil West-Central,Ruprechtia brachysepala,Ruprechtia,Polygonaceae,Caryophyllales
9381,2059,Brazil West-Central,Ruprechtia laxiflora,Ruprechtia,Polygonaceae,Caryophyllales
9384,4018,Brazil West-Central,Ruprechtia exploratricis,Ruprechtia,Polygonaceae,Caryophyllales
9432,4019,Brazil West-Central,Salta triflora,Salta,Polygonaceae,Caryophyllales
10247,589,Brazil West-Central,Symmeria paniculata,Symmeria,Polygonaceae,Caryophyllales
10852,2122,Brazil West-Central,Triplaris gardneriana,Triplaris,Polygonaceae,Caryophyllales
10853,4087,Brazil West-Central,Triplaris weigeltiana,Triplaris,Polygonaceae,Caryophyllales
10856,597,Brazil West-Central,Triplaris americana,Triplaris,Polygonaceae,Caryophyllales
682,1803,Brazil West-Central,Ardisia guyanensis,Ardisia,Primulaceae,Ericales
2158,1353,Brazil West-Central,Clavija lancifolia,Clavija,Primulaceae,Ericales
2160,1196,Brazil West-Central,Clavija nutans,Clavija,Primulaceae,Ericales
2857,1599,Brazil West-Central,Cybianthus gardneri,Cybianthus,Primulaceae,Ericales
2859,1600,Brazil West-Central,Cybianthus spicatus,Cybianthus,Primulaceae,Ericales
2860,1518,Brazil West-Central,Cybianthus minutiflorus,Cybianthus,Primulaceae,Ericales
2861,861,Brazil West-Central,Cybianthus penduliflorus,Cybianthus,Primulaceae,Ericales
2862,4081,Brazil West-Central,Cybianthus fuscus,Cybianthus,Primulaceae,Ericales
2863,4080,Brazil West-Central,Cybianthus comperuvianus,Cybianthus,Primulaceae,Ericales
2864,139,Brazil West-Central,Cybianthus venezuelanus,Cybianthus,Primulaceae,Ericales
2865,977,Brazil West-Central,Cybianthus peruvianus,Cybianthus,Primulaceae,Ericales
2866,1680,Brazil West-Central,Cybianthus fulvopulverulentus,Cybianthus,Primulaceae,Ericales
2867,1358,Brazil West-Central,Cybianthus amplus,Cybianthus,Primulaceae,Ericales
2868,3486,Brazil West-Central,Cybianthus goyazensis,Cybianthus,Primulaceae,Ericales
2869,138,Brazil West-Central,Cybianthus psychotriifolius,Cybianthus,Primulaceae,Ericales
2870,1765,Brazil West-Central,Cybianthus prieurii,Cybianthus,Primulaceae,Ericales
2871,4065,Brazil West-Central,Cybianthus guyanensis,Cybianthus,Primulaceae,Ericales
2872,3764,Brazil West-Central,Cybianthus regnelii,Cybianthus,Primulaceae,Ericales
4679,1458,Brazil West-Central,Geissanthus ambiguus,Geissanthus,Primulaceae,Ericales
7123,3499,Brazil West-Central,Myrsine guianensis,Myrsine,Primulaceae,Ericales
7126,1832,Brazil West-Central,Myrsine leuconeura,Myrsine,Primulaceae,Ericales
7129,997,Brazil West-Central,Myrsine coriacea,Myrsine,Primulaceae,Ericales
7144,1998,Brazil West-Central,Myrsine matensis,Myrsine,Primulaceae,Ericales
7159,2140,Brazil West-Central,Myrsine laetevirens,Myrsine,Primulaceae,Ericales
7171,1887,Brazil West-Central,Myrsine gardneriana,Myrsine,Primulaceae,Ericales
7180,887,Brazil West-Central,Myrsine umbellata,Myrsine,Primulaceae,Ericales
7198,3607,Brazil West-Central,Myrsine monticola,Myrsine,Primulaceae,Ericales
10167,675,Brazil West-Central,Stylogyne nigricans,Stylogyne,Primulaceae,Ericales
10168,584,Brazil West-Central,Stylogyne orinocensis,Stylogyne,Primulaceae,Ericales
10169,1009,Brazil West-Central,Stylogyne lasseri,Stylogyne,Primulaceae,Ericales
4257,984,Brazil West-Central,Euplassa inaequalis,Euplassa,Proteaceae,Proteales
4258,3749,Brazil West-Central,Euplassa legalis,Euplassa,Proteaceae,Proteales
7804,557,Brazil West-Central,Panopsis rubescens,Panopsis,Proteaceae,Proteales
9335,892,Brazil West-Central,Roupala montana,Roupala,Proteaceae,Proteales
9337,1742,Brazil West-Central,Roupala dielsii,Roupala,Proteaceae,Proteales
9340,711,Brazil West-Central,Roupala nitida,Roupala,Proteaceae,Proteales
9344,574,Brazil West-Central,Roupala obtusata,Roupala,Proteaceae,Proteales
3338,662,Brazil West-Central,Drypetes amazonica,Drypetes,Putranjivaceae,Malpighiales
3342,149,Brazil West-Central,Drypetes variabilis,Drypetes,Putranjivaceae,Malpighiales
9216,381,Brazil West-Central,Rhabdodendron amazonicum,Rhabdodendron,Rhabdodendraceae,Caryophyllales
2328,695,Brazil West-Central,Colubrina retusa,Colubrina,Rhamnaceae,Rosales
2330,1200,Brazil West-Central,Colubrina glandulosa,Colubrina,Rhamnaceae,Rosales
9219,3950,Brazil West-Central,Rhamnidium glabrum,Rhamnidium,Rhamnaceae,Rosales
9220,1818,Brazil West-Central,Rhamnidium elaeocarpum,Rhamnidium,Rhamnaceae,Rosales
9228,1933,Brazil West-Central,Rhamnus sphaerosperma,Rhamnus,Rhamnaceae,Rosales
9407,3955,Brazil West-Central,Sageretia elegans,Sageretia,Rhamnaceae,Rosales
11422,3893,Brazil West-Central,Ziziphus joazeiro,Ziziphus,Rhamnaceae,Rosales
11426,4031,Brazil West-Central,Ziziphus mistol,Ziziphus,Rhamnaceae,Rosales
1753,627,Brazil West-Central,Cassipourea peruviana,Cassipourea,Rhizophoraceae,Malpighiales
10118,414,Brazil West-Central,Sterigmapetalum obovatum,Sterigmapetalum,Rhizophoraceae,Malpighiales
8687,1001,Brazil West-Central,Prunus myrtifolia,Prunus,Rosaceae,Rosales
180,1581,Brazil West-Central,Agouticarpa curviflora,Agouticarpa,Rubiaceae,Gentianales
275,656,Brazil West-Central,Alibertia macrantha,Alibertia,Rubiaceae,Gentianales
276,657,Brazil West-Central,Alibertia pilosa,Alibertia,Rubiaceae,Gentianales
277,838,Brazil West-Central,Alibertia edulis,Alibertia,Rubiaceae,Gentianales
278,655,Brazil West-Central,Alibertia bertierifolia,Alibertia,Rubiaceae,Gentianales
281,482,Brazil West-Central,Alibertia latifolia,Alibertia,Rubiaceae,Gentianales
347,3480,Brazil West-Central,Alseis floribunda,Alseis,Rubiaceae,Gentianales
362,907,Brazil West-Central,Amaioua intermedia,Amaioua,Rubiaceae,Gentianales
364,68,Brazil West-Central,Amaioua guianensis,Amaioua,Rubiaceae,Gentianales
366,67,Brazil West-Central,Amaioua glomerulata,Amaioua,Rubiaceae,Gentianales
993,3653,Brazil West-Central,Bathysa australis,Bathysa,Rubiaceae,Gentianales
1141,90,Brazil West-Central,Bertiera guianensis,Bertiera,Rubiaceae,Gentianales
1521,2069,Brazil West-Central,Calycophyllum multiflorum,Calycophyllum,Rubiaceae,Gentianales
1522,1391,Brazil West-Central,Calycophyllum megistocaulum,Calycophyllum,Rubiaceae,Gentianales
1524,495,Brazil West-Central,Calycophyllum spruceanum,Calycophyllum,Rubiaceae,Gentianales
1616,103,Brazil West-Central,Capirona decorticans,Capirona,Rubiaceae,Gentianales
1639,1440,Brazil West-Central,Carapichea pacimonica,Carapichea,Rubiaceae,Gentianales
1640,1041,Brazil West-Central,Carapichea dolichophylla,Carapichea,Rubiaceae,Gentianales
1983,113,Brazil West-Central,Chimarrhis barbata,Chimarrhis,Rubiaceae,Gentianales
2029,3647,Brazil West-Central,Chomelia parviflora,Chomelia,Rubiaceae,Gentianales
2033,2018,Brazil West-Central,Chomelia pohliana,Chomelia,Rubiaceae,Gentianales
2034,3795,Brazil West-Central,Chomelia spinosa,Chomelia,Rubiaceae,Gentianales
2035,3643,Brazil West-Central,Chomelia kirkbridei,Chomelia,Rubiaceae,Gentianales
2037,3483,Brazil West-Central,Chomelia martiana,Chomelia,Rubiaceae,Gentianales
2039,1592,Brazil West-Central,Chomelia tenuiflora,Chomelia,Rubiaceae,Gentianales
2041,2125,Brazil West-Central,Chomelia brasiliana,Chomelia,Rubiaceae,Gentianales
2042,1824,Brazil West-Central,Chomelia obtusa,Chomelia,Rubiaceae,Gentianales
2365,3485,Brazil West-Central,Condaminea corymbosa,Condaminea,Rubiaceae,Gentianales
2519,1854,Brazil West-Central,Cordiera sessilis,Cordiera,Rubiaceae,Gentianales
2520,1060,Brazil West-Central,Cordiera triflora,Cordiera,Rubiaceae,Gentianales
