,code,LEVEL3_NAM,species,genus,family,order
1289,94,Brazil West-Central,Brosimum guianense,Brosimum,Moraceae,Rosales
1290,95,Brazil West-Central,Brosimum lactescens,Brosimum,Moraceae,Rosales
1292,3521,Brazil West-Central,Brosimum gaudichaudii,Brosimum,Moraceae,Rosales
1295,97,Brazil West-Central,Brosimum rubescens,Brosimum,Moraceae,Rosales
1296,98,Brazil West-Central,Brosimum utile,Brosimum,Moraceae,Rosales
1298,1657,Brazil West-Central,Brosimum parinarioides,Brosimum,Moraceae,Rosales
1300,96,Brazil West-Central,Brosimum potabile,Brosimum,Moraceae,Rosales
1302,93,Brazil West-Central,Brosimum acutifolium,Brosimum,Moraceae,Rosales
1303,1585,Brazil West-Central,Brosimum alicastrum,Brosimum,Moraceae,Rosales
1765,1045,Brazil West-Central,Castilla ulei,Castilla,Moraceae,Rosales
2150,116,Brazil West-Central,Clarisia ilicifolia,Clarisia,Moraceae,Rosales
2151,1594,Brazil West-Central,Clarisia biflora,Clarisia,Moraceae,Rosales
2153,117,Brazil West-Central,Clarisia racemosa,Clarisia,Moraceae,Rosales
4341,813,Brazil West-Central,Ficus pakkensis,Ficus,Moraceae,Rosales
4344,3711,Brazil West-Central,Ficus trigona,Ficus,Moraceae,Rosales
4347,1085,Brazil West-Central,Ficus paraensis,Ficus,Moraceae,Rosales
4356,1767,Brazil West-Central,Ficus pulchella,Ficus,Moraceae,Rosales
4359,1361,Brazil West-Central,Ficus obtusiuscula,Ficus,Moraceae,Rosales
4365,1526,Brazil West-Central,Ficus aripuanensis,Ficus,Moraceae,Rosales
4371,730,Brazil West-Central,Ficus hatschbachii,Ficus,Moraceae,Rosales
4374,1362,Brazil West-Central,Ficus schumacheri,Ficus,Moraceae,Rosales
4377,1457,Brazil West-Central,Ficus caballina,Ficus,Moraceae,Rosales
4380,1525,Brazil West-Central,Ficus albert,Ficus,Moraceae,Rosales
4389,1607,Brazil West-Central,Ficus cremersii,Ficus,Moraceae,Rosales
4392,1527,Brazil West-Central,Ficus nymphaeifolia,Ficus,Moraceae,Rosales
4404,3746,Brazil West-Central,Ficus calyptroceras,Ficus,Moraceae,Rosales
4407,1829,Brazil West-Central,Ficus adhatodifolia,Ficus,Moraceae,Rosales
4410,1704,Brazil West-Central,Ficus eximia,Ficus,Moraceae,Rosales
4416,1766,Brazil West-Central,Ficus carautana,Ficus,Moraceae,Rosales
4422,1606,Brazil West-Central,Ficus broadwayi,Ficus,Moraceae,Rosales
4425,1784,Brazil West-Central,Ficus catappifolia,Ficus,Moraceae,Rosales
4431,1788,Brazil West-Central,Ficus malacocarpa,Ficus,Moraceae,Rosales
4434,613,Brazil West-Central,Ficus insipida,Ficus,Moraceae,Rosales
4437,3731,Brazil West-Central,Ficus goiana,Ficus,Moraceae,Rosales
4449,181,Brazil West-Central,Ficus obtusifolia,Ficus,Moraceae,Rosales
4455,1231,Brazil West-Central,Ficus citrifolia,Ficus,Moraceae,Rosales
4461,1083,Brazil West-Central,Ficus donnell,Ficus,Moraceae,Rosales
4467,1081,Brazil West-Central,Ficus coerulescens,Ficus,Moraceae,Rosales
4473,2055,Brazil West-Central,Ficus luschnathiana,Ficus,Moraceae,Rosales
4476,4071,Brazil West-Central,Ficus pallida,Ficus,Moraceae,Rosales
4482,2042,Brazil West-Central,Ficus enormis,Ficus,Moraceae,Rosales
4488,1082,Brazil West-Central,Ficus crocata,Ficus,Moraceae,Rosales
4491,1080,Brazil West-Central,Ficus christianii,Ficus,Moraceae,Rosales
4497,1608,Brazil West-Central,Ficus piresiana,Ficus,Moraceae,Rosales
4500,3710,Brazil West-Central,Ficus bahiensis,Ficus,Moraceae,Rosales
4506,1084,Brazil West-Central,Ficus krukovii,Ficus,Moraceae,Rosales
4509,757,Brazil West-Central,Ficus americana,Ficus,Moraceae,Rosales
4512,871,Brazil West-Central,Ficus pertusa,Ficus,Moraceae,Rosales
4530,180,Brazil West-Central,Ficus matiziana,Ficus,Moraceae,Rosales
4539,179,Brazil West-Central,Ficus gomelleira,Ficus,Moraceae,Rosales
4542,3899,Brazil West-Central,Ficus bonijesulapensis,Ficus,Moraceae,Rosales
4554,639,Brazil West-Central,Ficus maxima,Ficus,Moraceae,Rosales
4557,178,Brazil West-Central,Ficus duckeana,Ficus,Moraceae,Rosales
5060,1242,Brazil West-Central,Helianthostylis sprucei,Helianthostylis,Moraceae,Rosales
5066,200,Brazil West-Central,Helicostylis scabra,Helicostylis,Moraceae,Rosales
5067,1529,Brazil West-Central,Helicostylis pedunculata,Helicostylis,Moraceae,Rosales
5068,199,Brazil West-Central,Helicostylis elegans,Helicostylis,Moraceae,Rosales
5069,201,Brazil West-Central,Helicostylis tomentosa,Helicostylis,Moraceae,Rosales
6218,930,Brazil West-Central,Maclura tinctoria,Maclura,Moraceae,Rosales
6332,1271,Brazil West-Central,Maquira sclerophylla,Maquira,Moraceae,Rosales
6333,547,Brazil West-Central,Maquira coriacea,Maquira,Moraceae,Rosales
6334,1270,Brazil West-Central,Maquira guianensis,Maquira,Moraceae,Rosales
6335,1113,Brazil West-Central,Maquira calophylla,Maquira,Moraceae,Rosales
7225,1127,Brazil West-Central,Naucleopsis macrophylla,Naucleopsis,Moraceae,Rosales
7226,297,Brazil West-Central,Naucleopsis concinna,Naucleopsis,Moraceae,Rosales
7227,1125,Brazil West-Central,Naucleopsis caloneura,Naucleopsis,Moraceae,Rosales
7228,1126,Brazil West-Central,Naucleopsis glabra,Naucleopsis,Moraceae,Rosales
7229,1408,Brazil West-Central,Naucleopsis inaequalis,Naucleopsis,Moraceae,Rosales
7230,300,Brazil West-Central,Naucleopsis ternstroemiflora,Naucleopsis,Moraceae,Rosales
7231,298,Brazil West-Central,Naucleopsis jamariensis,Naucleopsis,Moraceae,Rosales
7232,299,Brazil West-Central,Naucleopsis stipularis,Naucleopsis,Moraceae,Rosales
7947,331,Brazil West-Central,Perebea mollis,Perebea,Moraceae,Rosales
7948,1631,Brazil West-Central,Perebea rubra,Perebea,Moraceae,Rosales
7949,330,Brazil West-Central,Perebea guianensis,Perebea,Moraceae,Rosales
8774,1142,Brazil West-Central,Pseudolmedia macrophylla,Pseudolmedia,Moraceae,Rosales
8776,370,Brazil West-Central,Pseudolmedia laevis,Pseudolmedia,Moraceae,Rosales
8777,369,Brazil West-Central,Pseudolmedia laevigata,Pseudolmedia,Moraceae,Rosales
8780,1143,Brazil West-Central,Pseudolmedia rigida,Pseudolmedia,Moraceae,Rosales
10004,409,Brazil West-Central,Sorocea pubivena,Sorocea,Moraceae,Rosales
10006,1562,Brazil West-Central,Sorocea briquetii,Sorocea,Moraceae,Rosales
10007,408,Brazil West-Central,Sorocea muriculata,Sorocea,Moraceae,Rosales
10008,407,Brazil West-Central,Sorocea guilleminiana,Sorocea,Moraceae,Rosales
10009,2050,Brazil West-Central,Sorocea bonplandii,Sorocea,Moraceae,Rosales
10012,3979,Brazil West-Central,Sorocea sprucei,Sorocea,Moraceae,Rosales
10879,456,Brazil West-Central,Trymatococcus amazonicus,Trymatococcus,Moraceae,Rosales
2354,123,Brazil West-Central,Compsoneura ulei,Compsoneura,Myristicaceae,Magnoliales
5546,1106,Brazil West-Central,Iryanthera tessmannii,Iryanthera,Myristicaceae,Magnoliales
5547,226,Brazil West-Central,Iryanthera juruensis,Iryanthera,Myristicaceae,Magnoliales
5548,227,Brazil West-Central,Iryanthera lancifolia,Iryanthera,Myristicaceae,Magnoliales
5549,224,Brazil West-Central,Iryanthera elliptica,Iryanthera,Myristicaceae,Magnoliales
5550,225,Brazil West-Central,Iryanthera hostmannii,Iryanthera,Myristicaceae,Magnoliales
5551,1404,Brazil West-Central,Iryanthera laevis,Iryanthera,Myristicaceae,Magnoliales
5552,1532,Brazil West-Central,Iryanthera grandis,Iryanthera,Myristicaceae,Magnoliales
5553,1615,Brazil West-Central,Iryanthera macrophylla,Iryanthera,Myristicaceae,Magnoliales
5554,1104,Brazil West-Central,Iryanthera paradoxa,Iryanthera,Myristicaceae,Magnoliales
5555,1105,Brazil West-Central,Iryanthera paraensis,Iryanthera,Myristicaceae,Magnoliales
7686,1284,Brazil West-Central,Osteophloeum platyspermum,Osteophloeum,Myristicaceae,Magnoliales
11024,798,Brazil West-Central,Virola pavonis,Virola,Myristicaceae,Magnoliales
11025,461,Brazil West-Central,Virola mollissima,Virola,Myristicaceae,Magnoliales
11026,3932,Brazil West-Central,Virola sessilis,Virola,Myristicaceae,Magnoliales
11027,1575,Brazil West-Central,Virola multicostata,Virola,Myristicaceae,Magnoliales
11028,1498,Brazil West-Central,Virola albidiflora,Virola,Myristicaceae,Magnoliales
11030,458,Brazil West-Central,Virola calophylla,Virola,Myristicaceae,Magnoliales
11031,832,Brazil West-Central,Virola sebifera,Virola,Myristicaceae,Magnoliales
11032,599,Brazil West-Central,Virola surinamensis,Virola,Myristicaceae,Magnoliales
11033,462,Brazil West-Central,Virola venosa,Virola,Myristicaceae,Magnoliales
11034,4049,Brazil West-Central,Virola malmei,Virola,Myristicaceae,Magnoliales
11035,3641,Brazil West-Central,Virola subsessilis,Virola,Myristicaceae,Magnoliales
11036,3478,Brazil West-Central,Virola urbaniana,Virola,Myristicaceae,Magnoliales
11038,459,Brazil West-Central,Virola elongata,Virola,Myristicaceae,Magnoliales
11039,460,Brazil West-Central,Virola michelii,Virola,Myristicaceae,Magnoliales
11040,1576,Brazil West-Central,Virola peruviana,Virola,Myristicaceae,Magnoliales
11042,1427,Brazil West-Central,Virola minutiflora,Virola,Myristicaceae,Magnoliales
1172,2015,Brazil West-Central,Blepharocalyx salicifolius,Blepharocalyx,Myrtaceae,Myrtales
1532,3871,Brazil West-Central,Calyptranthes ovalifolia,Calyptranthes,Myrtaceae,Myrtales
1534,1677,Brazil West-Central,Calyptranthes speciosa,Calyptranthes,Myrtaceae,Myrtales
1536,3768,Brazil West-Central,Calyptranthes brasiliensis,Calyptranthes,Myrtaceae,Myrtales
1538,1658,Brazil West-Central,Calyptranthes paniculata,Calyptranthes,Myrtaceae,Myrtales
1543,2070,Brazil West-Central,Calyptranthes concinna,Calyptranthes,Myrtaceae,Myrtales
1544,1506,Brazil West-Central,Calyptranthes fasciculata,Calyptranthes,Myrtaceae,Myrtales
1545,714,Brazil West-Central,Calyptranthes macrophylla,Calyptranthes,Myrtaceae,Myrtales
1548,3642,Brazil West-Central,Calyptranthes clusiifolia,Calyptranthes,Myrtaceae,Myrtales
1549,742,Brazil West-Central,Calyptranthes cuspidata,Calyptranthes,Myrtaceae,Myrtales
1552,1913,Brazil West-Central,Calyptranthes widgreniana,Calyptranthes,Myrtaceae,Myrtales
1556,1945,Brazil West-Central,Calyptranthes amoena,Calyptranthes,Myrtaceae,Myrtales
1557,1349,Brazil West-Central,Calyptranthes crebra,Calyptranthes,Myrtaceae,Myrtales
1566,1350,Brazil West-Central,Calyptranthes lucida,Calyptranthes,Myrtaceae,Myrtales
1569,626,Brazil West-Central,Calyptranthes densiflora,Calyptranthes,Myrtaceae,Myrtales
1582,2016,Brazil West-Central,Campomanesia guaviroba,Campomanesia,Myrtaceae,Myrtales
1587,1849,Brazil West-Central,Campomanesia velutina,Campomanesia,Myrtaceae,Myrtales
1589,1914,Brazil West-Central,Campomanesia sessiliflora,Campomanesia,Myrtaceae,Myrtales
1590,3482,Brazil West-Central,Campomanesia eugenioides,Campomanesia,Myrtaceae,Myrtales
1591,1979,Brazil West-Central,Campomanesia xanthocarpa,Campomanesia,Myrtaceae,Myrtales
1592,1189,Brazil West-Central,Campomanesia lineatifolia,Campomanesia,Myrtaceae,Myrtales
1594,2017,Brazil West-Central,Campomanesia guazumifolia,Campomanesia,Myrtaceae,Myrtales
3859,2098,Brazil West-Central,Eugenia gracillima,Eugenia,Myrtaceae,Myrtales
3873,3832,Brazil West-Central,Eugenia inundata,Eugenia,Myrtaceae,Myrtales
3883,4083,Brazil West-Central,Eugenia patens,Eugenia,Myrtaceae,Myrtales
3891,811,Brazil West-Central,Eugenia stictopetala,Eugenia,Myrtaceae,Myrtales
3893,1865,Brazil West-Central,Eugenia myrcianthes,Eugenia,Myrtaceae,Myrtales
3905,515,Brazil West-Central,Eugenia lambertiana,Eugenia,Myrtaceae,Myrtales
3909,1523,Brazil West-Central,Eugenia wentii,Eugenia,Myrtaceae,Myrtales
3911,2127,Brazil West-Central,Eugenia paracatuana,Eugenia,Myrtaceae,Myrtales
3913,868,Brazil West-Central,Eugenia citrifolia,Eugenia,Myrtaceae,Myrtales
3917,2105,Brazil West-Central,Eugenia suberosa,Eugenia,Myrtaceae,Myrtales
3931,4086,Brazil West-Central,Eugenia hatschbachii,Eugenia,Myrtaceae,Myrtales
3939,3679,Brazil West-Central,Eugenia ternatifolia,Eugenia,Myrtaceae,Myrtales
3943,2145,Brazil West-Central,Eugenia complicata,Eugenia,Myrtaceae,Myrtales
3945,1780,Brazil West-Central,Eugenia ferreiraeana,Eugenia,Myrtaceae,Myrtales
3953,756,Brazil West-Central,Eugenia punicifolia,Eugenia,Myrtaceae,Myrtales
3971,1920,Brazil West-Central,Eugenia piloensis,Eugenia,Myrtaceae,Myrtales
3975,1864,Brazil West-Central,Eugenia involucrata,Eugenia,Myrtaceae,Myrtales
3977,4050,Brazil West-Central,Eugenia ramiflora,Eugenia,Myrtaceae,Myrtales
3979,169,Brazil West-Central,Eugenia cupulata,Eugenia,Myrtaceae,Myrtales
3985,3461,Brazil West-Central,Eugenia prasina,Eugenia,Myrtaceae,Myrtales
3987,3913,Brazil West-Central,Eugenia pyrifera,Eugenia,Myrtaceae,Myrtales
4015,171,Brazil West-Central,Eugenia florida,Eugenia,Myrtaceae,Myrtales
4017,172,Brazil West-Central,Eugenia moschata,Eugenia,Myrtaceae,Myrtales
4055,513,Brazil West-Central,Eugenia cachoeirensis,Eugenia,Myrtaceae,Myrtales
4059,2099,Brazil West-Central,Eugenia repanda,Eugenia,Myrtaceae,Myrtales
4069,168,Brazil West-Central,Eugenia biflora,Eugenia,Myrtaceae,Myrtales
4071,170,Brazil West-Central,Eugenia egensis,Eugenia,Myrtaceae,Myrtales
4073,869,Brazil West-Central,Eugenia ligustrina,Eugenia,Myrtaceae,Myrtales
4079,1455,Brazil West-Central,Eugenia densiracemosa,Eugenia,Myrtaceae,Myrtales
4083,3759,Brazil West-Central,Eugenia sonderiana,Eugenia,Myrtaceae,Myrtales
4085,3549,Brazil West-Central,Eugenia vetula,Eugenia,Myrtaceae,Myrtales
4097,4108,Brazil West-Central,Eugenia glabrescens,Eugenia,Myrtaceae,Myrtales
4105,3856,Brazil West-Central,Eugenia megaflora,Eugenia,Myrtaceae,Myrtales
4109,4111,Brazil West-Central,Eugenia hartmanniae,Eugenia,Myrtaceae,Myrtales
4111,3738,Brazil West-Central,Eugenia aurata,Eugenia,Myrtaceae,Myrtales
4121,1359,Brazil West-Central,Eugenia percrenata,Eugenia,Myrtaceae,Myrtales
4131,3812,Brazil West-Central,Eugenia livida,Eugenia,Myrtaceae,Myrtales
4133,3816,Brazil West-Central,Eugenia sparsa,Eugenia,Myrtaceae,Myrtales
4135,173,Brazil West-Central,Eugenia stipitata,Eugenia,Myrtaceae,Myrtales
4143,514,Brazil West-Central,Eugenia dittocrepis,Eugenia,Myrtaceae,Myrtales
4147,2109,Brazil West-Central,Eugenia klotzschiana,Eugenia,Myrtaceae,Myrtales
4155,3779,Brazil West-Central,Eugenia duarteana,Eugenia,Myrtaceae,Myrtales
4159,612,Brazil West-Central,Eugenia patrisii,Eugenia,Myrtaceae,Myrtales
4165,1229,Brazil West-Central,Eugenia subterminalis,Eugenia,Myrtaceae,Myrtales
4167,717,Brazil West-Central,Eugenia longiracemosa,Eugenia,Myrtaceae,Myrtales
4171,1866,Brazil West-Central,Eugenia pyriformis,Eugenia,Myrtaceae,Myrtales
4173,1952,Brazil West-Central,Eugenia hiemalis,Eugenia,Myrtaceae,Myrtales
4179,1228,Brazil West-Central,Eugenia omissa,Eugenia,Myrtaceae,Myrtales
4183,1753,Brazil West-Central,Eugenia francavilleana,Eugenia,Myrtaceae,Myrtales
4187,4037,Brazil West-Central,Eugenia matogrossensis,Eugenia,Myrtaceae,Myrtales
4189,2074,Brazil West-Central,Eugenia uniflora,Eugenia,Myrtaceae,Myrtales
4197,701,Brazil West-Central,Eugenia polystachya,Eugenia,Myrtaceae,Myrtales
4207,1727,Brazil West-Central,Eugenia pseudopsidium,Eugenia,Myrtaceae,Myrtales
4209,3778,Brazil West-Central,Eugenia acutata,Eugenia,Myrtaceae,Myrtales
4221,1227,Brazil West-Central,Eugenia flavescens,Eugenia,Myrtaceae,Myrtales
4227,2075,Brazil West-Central,Eugenia uruguayensis,Eugenia,Myrtaceae,Myrtales
4229,3548,Brazil West-Central,Eugenia dysenterica,Eugenia,Myrtaceae,Myrtales
4235,2073,Brazil West-Central,Eugenia beaurepairiana,Eugenia,Myrtaceae,Myrtales
6361,668,Brazil West-Central,Marlierea spruceana,Marlierea,Myrtaceae,Myrtales
6362,646,Brazil West-Central,Marlierea bipennis,Marlierea,Myrtaceae,Myrtales
6364,1470,Brazil West-Central,Marlierea velutina,Marlierea,Myrtaceae,Myrtales
6365,3604,Brazil West-Central,Marlierea lituatinervia,Marlierea,Myrtaceae,Myrtales
6366,1469,Brazil West-Central,Marlierea caudata,Marlierea,Myrtaceae,Myrtales
6368,548,Brazil West-Central,Marlierea umbraticola,Marlierea,Myrtaceae,Myrtales
6953,3468,Brazil West-Central,Myrceugenia bananalensis,Myrceugenia,Myrtaceae,Myrtales
6980,3660,Brazil West-Central,Myrcia lutescens,Myrcia,Myrtaceae,Myrtales
6983,1474,Brazil West-Central,Myrcia aliena,Myrcia,Myrtaceae,Myrtales
6985,884,Brazil West-Central,Myrcia splendens,Myrcia,Myrtaceae,Myrtales
6986,2102,Brazil West-Central,Myrcia laruotteana,Myrcia,Myrtaceae,Myrtales
6987,934,Brazil West-Central,Myrcia tomentosa,Myrcia,Myrtaceae,Myrtales
6988,885,Brazil West-Central,Myrcia subsessilis,Myrcia,Myrtaceae,Myrtales
6990,3623,Brazil West-Central,Myrcia pubescens,Myrcia,Myrtaceae,Myrtales
6991,1475,Brazil West-Central,Myrcia decorticans,Myrcia,Myrtaceae,Myrtales
6992,1886,Brazil West-Central,Myrcia variabilis,Myrcia,Myrtaceae,Myrtales
6994,3673,Brazil West-Central,Myrcia albotomentosa,Myrcia,Myrtaceae,Myrtales
6995,2027,Brazil West-Central,Myrcia selloi,Myrcia,Myrtaceae,Myrtales
6996,3915,Brazil West-Central,Myrcia filibracteata,Myrcia,Myrtaceae,Myrtales
6997,3797,Brazil West-Central,Myrcia lanuginosa,Myrcia,Myrtaceae,Myrtales
6998,933,Brazil West-Central,Myrcia saxatilis,Myrcia,Myrtaceae,Myrtales
6999,1278,Brazil West-Central,Myrcia sylvatica,Myrcia,Myrtaceae,Myrtales
7000,3815,Brazil West-Central,Myrcia racemulosa,Myrcia,Myrtaceae,Myrtales
7001,3708,Brazil West-Central,Myrcia paracatuensis,Myrcia,Myrtaceae,Myrtales
7003,3624,Brazil West-Central,Myrcia venulosa,Myrcia,Myrtaceae,Myrtales
7004,3922,Brazil West-Central,Myrcia mansoniana,Myrcia,Myrtaceae,Myrtales
7005,2081,Brazil West-Central,Myrcia palustris,Myrcia,Myrtaceae,Myrtales
7010,3883,Brazil West-Central,Myrcia subcordata,Myrcia,Myrtaceae,Myrtales
7013,2044,Brazil West-Central,Myrcia hebepetala,Myrcia,Myrtaceae,Myrtales
7014,1885,Brazil West-Central,Myrcia fenzliana,Myrcia,Myrtaceae,Myrtales
7019,778,Brazil West-Central,Myrcia clusiifolia,Myrcia,Myrtaceae,Myrtales
7022,780,Brazil West-Central,Myrcia multiflora,Myrcia,Myrtaceae,Myrtales
7023,3645,Brazil West-Central,Myrcia tenuifolia,Myrcia,Myrtaceae,Myrtales
7027,3661,Brazil West-Central,Myrcia mutabilis,Myrcia,Myrtaceae,Myrtales
7028,3872,Brazil West-Central,Myrcia pulchra,Myrcia,Myrtaceae,Myrtales
7029,296,Brazil West-Central,Myrcia bracteata,Myrcia,Myrtaceae,Myrtales
7033,3780,Brazil West-Central,Myrcia camapuanensis,Myrcia,Myrtaceae,Myrtales
7035,3831,Brazil West-Central,Myrcia subavenia,Myrcia,Myrtaceae,Myrtales
7038,779,Brazil West-Central,Myrcia guianensis,Myrcia,Myrtaceae,Myrtales
7040,1691,Brazil West-Central,Myrcia pubipetala,Myrcia,Myrtaceae,Myrtales
7042,994,Brazil West-Central,Myrcia lucida,Myrcia,Myrtaceae,Myrtales
7044,4092,Brazil West-Central,Myrcia chapadensis,Myrcia,Myrtaceae,Myrtales
7045,3648,Brazil West-Central,Myrcia piauhiensis,Myrcia,Myrtaceae,Myrtales
7046,1732,Brazil West-Central,Myrcia fenestrata,Myrcia,Myrtaceae,Myrtales
7047,3766,Brazil West-Central,Myrcia eximia,Myrcia,Myrtaceae,Myrtales
7048,3850,Brazil West-Central,Myrcia ochroides,Myrcia,Myrtaceae,Myrtales
7053,1959,Brazil West-Central,Myrcia bella,Myrcia,Myrtaceae,Myrtales
7059,3762,Brazil West-Central,Myrcia polyantha,Myrcia,Myrtaceae,Myrtales
7061,1756,Brazil West-Central,Myrcia citrifolia,Myrcia,Myrtaceae,Myrtales
7062,995,Brazil West-Central,Myrcia servata,Myrcia,Myrtaceae,Myrtales
7064,1476,Brazil West-Central,Myrcia paivae,Myrcia,Myrtaceae,Myrtales
7065,3791,Brazil West-Central,Myrcia eriopus,Myrcia,Myrtaceae,Myrtales
7066,1789,Brazil West-Central,Myrcia hoffmannseggii,Myrcia,Myrtaceae,Myrtales
7067,1713,Brazil West-Central,Myrcia mollis,Myrcia,Myrtaceae,Myrtales
7068,3698,Brazil West-Central,Myrcia brasiliae,Myrcia,Myrtaceae,Myrtales
7069,996,Brazil West-Central,Myrcia vestita,Myrcia,Myrtaceae,Myrtales
7073,295,Brazil West-Central,Myrcia amazonica,Myrcia,Myrtaceae,Myrtales
7077,3700,Brazil West-Central,Myrcia uberavensis,Myrcia,Myrtaceae,Myrtales
7081,706,Brazil West-Central,Myrcia gigas,Myrcia,Myrtaceae,Myrtales
7082,3817,Brazil West-Central,Myrcia cujabensis,Myrcia,Myrtaceae,Myrtales
7084,2082,Brazil West-Central,Myrcianthes pungens,Myrcianthes,Myrtaceae,Myrtales
7088,3662,Brazil West-Central,Myrciaria glanduliflora,Myrciaria,Myrtaceae,Myrtales
7094,2057,Brazil West-Central,Myrciaria cuspidata,Myrciaria,Myrtaceae,Myrtales
7096,3498,Brazil West-Central,Myrciaria tenella,Myrciaria,Myrtaceae,Myrtales
7098,2103,Brazil West-Central,Myrciaria delicatula,Myrciaria,Myrtaceae,Myrtales
7099,886,Brazil West-Central,Myrciaria floribunda,Myrciaria,Myrtaceae,Myrtales
7100,550,Brazil West-Central,Myrciaria dubia,Myrciaria,Myrtaceae,Myrtales
8126,3646,Brazil West-Central,Pimenta pseudocaryophyllus,Pimenta,Myrtaceae,Myrtales
8330,1634,Brazil West-Central,Plinia peruviana,Plinia,Myrtaceae,Myrtales
8331,708,Brazil West-Central,Plinia rivularis,Plinia,Myrtaceae,Myrtales
8806,3684,Brazil West-Central,Psidium decussatum,Psidium,Myrtaceae,Myrtales
8809,566,Brazil West-Central,Psidium riparium,Psidium,Myrtaceae,Myrtales
8810,1485,Brazil West-Central,Psidium guyanense,Psidium,Myrtaceae,Myrtales
8812,3507,Brazil West-Central,Psidium rufum,Psidium,Myrtaceae,Myrtales
8816,567,Brazil West-Central,Psidium striatulum,Psidium,Myrtaceae,Myrtales
8819,1144,Brazil West-Central,Psidium guajava,Psidium,Myrtaceae,Myrtales
8820,3472,Brazil West-Central,Psidium myrtoides,Psidium,Myrtaceae,Myrtales
8822,565,Brazil West-Central,Psidium acutangulum,Psidium,Myrtaceae,Myrtales
8823,3757,Brazil West-Central,Psidium hians,Psidium,Myrtaceae,Myrtales
8824,3824,Brazil West-Central,Psidium nutans,Psidium,Myrtaceae,Myrtales
8826,941,Brazil West-Central,Psidium guineense,Psidium,Myrtaceae,Myrtales
8827,3578,Brazil West-Central,Psidium myrsinites,Psidium,Myrtaceae,Myrtales
8828,3800,Brazil West-Central,Psidium oligospermum,Psidium,Myrtaceae,Myrtales
8831,1899,Brazil West-Central,Psidium sartorianum,Psidium,Myrtaceae,Myrtales
8833,3709,Brazil West-Central,Psidium canum,Psidium,Myrtaceae,Myrtales
9868,1836,Brazil West-Central,Siphoneugena densiflora,Siphoneugena,Myrtaceae,Myrtales
9870,1837,Brazil West-Central,Siphoneugena dussii,Siphoneugena,Myrtaceae,Myrtales
9871,1494,Brazil West-Central,Siphoneugena occidentalis,Siphoneugena,Myrtaceae,Myrtales
355,1842,Brazil West-Central,Alsophila sternbergii,Alsophila,Cyatheaceae,Cyatheales
400,1433,Brazil West-Central,Amphiodon effusus,Amphiodon,Fabaceae,Fabales
581,1179,Brazil West-Central,Anomalocalyx uleanus,Anomalocalyx,Euphorbiaceae,Malpighiales
845,4098,Brazil West-Central,Atomostigma mattogrossense,Atomostigma,Rosaceae,Rosales
1166,3618,Brazil West-Central,Blechnum schomburgkii,Blechnum,Blechnaceae,Athyriales
1248,1724,Brazil West-Central,Brachynema ramiflorum,Brachynema,Olacaceae,Santalales
2057,3830,Brazil West-Central,Chronopappus bifrons,Chronopappus,Asteraceae,Asterales
2104,1194,Brazil West-Central,Ciliosemina pedunculata,Ciliosemina,Rubiaceae,Gentianales
2834,1858,Brazil West-Central,Cyathea phalerata,Cyathea,Cyatheaceae,Cyatheales
2836,1399,Brazil West-Central,Cyathea delgadii,Cyathea,Cyatheaceae,Cyatheales
2837,1764,Brazil West-Central,Cyathea poeppigii,Cyathea,Cyatheaceae,Cyatheales
2838,3633,Brazil West-Central,Cyathea villosa,Cyathea,Cyatheaceae,Cyatheales
2839,3884,Brazil West-Central,Cyathea gardneri,Cyathea,Cyatheaceae,Cyatheales
2845,1783,Brazil West-Central,Cyathea microdonta,Cyathea,Cyatheaceae,Cyatheales
2849,2097,Brazil West-Central,Cyathea atrovirens,Cyathea,Cyatheaceae,Cyatheales
2850,3774,Brazil West-Central,Cyathea glaziovii,Cyathea,Cyatheaceae,Cyatheales
2851,1679,Brazil West-Central,Cyathea pungens,Cyathea,Cyatheaceae,Cyatheales
3253,1805,Brazil West-Central,Diplo n,Diplo,NA,NA
3518,1452,Brazil West-Central,Eremocaulon capitatum,Eremocaulon,Poaceae,Poales
4618,1661,Brazil West-Central,Funifera ericiflora,Funifera,Thymelaeaceae,Malvales
5121,3552,Brazil West-Central,Heterocoma ekmaniana,Heterocoma,Asteraceae,Asterales
7333,1790,Brazil West-Central,Neoptychocarpus apodanthus,Neoptychocarpus,Salicaceae,Malpighiales
7380,783,Brazil West-Central,Nycticalanthus speciosus,Nycticalanthus,Rutaceae,Sapindales
8315,939,Brazil West-Central,Pleradenophora membranifolia,Pleradenophora,Euphorbiaceae,Malpighiales
8318,1897,Brazil West-Central,Pleroma candolleanum,Pleroma,Melastomataceae,Myrtales
8320,1898,Brazil West-Central,Pleroma stenocarpa,Pleroma,Melastomataceae,Myrtales
8352,1550,Brazil West-Central,Podocarpus celatus,Podocarpus,Podocarpaceae,Pinales
8357,3783,Brazil West-Central,Podocarpus barretoi,Podocarpus,Podocarpaceae,Pinales
8359,3666,Brazil West-Central,Podocarpus brasiliensis,Podocarpus,Podocarpaceae,Pinales
8360,3667,Brazil West-Central,Podocarpus sellowii,Podocarpus,Podocarpaceae,Pinales
8752,2004,Brazil West-Central,Pseudabutilon aristulosum,Pseudabutilon,Malvaceae,Malvales
8768,3683,Brazil West-Central,Pseudobrickellia angustissima,Pseudobrickellia,Asteraceae,Asterales
