"","species","labels"
"17302","Dacryodes colombiana","EN"
"17304","Magnolia lenticellata","EN"
"17305","Myrsine pellucidopunctata","LC"
"17306","Aiphanes leiostachys","EN"
"17307","Inga dwyeri","VU"
"17309","Theobroma cirmolinae","LC"
"17310","Weinmannia cogolloi","LC"
"17311","Allomaieta pancurana","LC"
"17312","Guatteria antioquensis","VU"
"17313","Mouriri colombiana","VU"
"17317","Clavija grandis","EN"
"17318","Cybianthus cogolloi","EN"
"17319","Rhodostemonodaphne antioquensis","EN"
"17321","Clusia caryophylloides","CR"
"17322","Matisia serpicostata","CR"
"17323","Acalypha inaequilatera","CR"
"17324","Aiouea angulata","NT"
"17325","Anthodiscus montanus","VU"
"17326","Cupania semiglabra","EN"
"17329","Pleurothyrium bracteatum","CR"
"17331","Vochysia magna","EN"
"17334","Ferdinandusa dissimiliflora","LC"
"17335","Cassipourea floribunda","VU"
"17336","Clusia cupulata","VU"
"17341","Ardisia pseudoracemiflora","LC"
"17342","Cecropia maxima","VU"
"17343","Ficus dewolfii","LC"
"17347","Manilkara spectabilis","CR"
"17348","Angostura granulosa","LC"
"17350","Ardisia costaricensis","LC"
"17351","Bactris caudata","NT"
"17352","Bactris gracilior","LC"
"17353","Bactris longiseta","EN"
"17354","Bactris polystachya","VU"
"17355","Bourreria grayumii","VU"
"17357","Calyptranthes hylobates","LC"
"17359","Cojoba catenata","LC"
"17361","Cosmibuena macrocarpa","LC"
"17363","Cryosophila warscewiczii","LC"
"17365","Dalbergia retusa","CR"
"17366","Dichapetalum moralesii","VU"
"17367","Dussia atropurpurea","LC"
"17369","Erythrina lanceolata","LC"
"17372","Eugenia chepensis","LC"
"17375","Eugenia hiraeifolia","LC"
"17376","Eugenia principium","LC"
"17381","Geonoma longivaginata","NT"
"17383","Guarea hoffmanniana","LC"
"17386","Inga inicuil","LC"
"17387","Lennea viridiflora","VU"
"17388","Leucaena multicapitula","NT"
"17395","Magnolia costaricensis","VU"
"17396","Manihot aesculifolia","LC"
"17399","Miconia shattuckii","LC"
"17400","Mosannona costaricensis","VU"
"17402","Ocotea dentata","LC"
"17404","Ormosia panamensis","LC"
"17406","Palicourea calidicola","LC"
"17407","Panopsis acostana","LC"
"17408","Parmentiera macrophylla","LC"
"17409","Pimenta guatemalensis","LC"
"17410","Povedadaphne quadriporata","VU"
"17411","Psychotria psychotriifolia","LC"
"17412","Randia genipoides","LC"
"17413","Randia lasiantha","LC"
"17415","Sloanea laevigata","VU"
"17420","Terminalia bucidoides","LC"
"17421","Vantanea depleta","LC"
"17422","Xylopia sericophylla","LC"
"17424","Alibertia atlantica","LC"
"17426","Annona pittieri","LC"
"17428","Ardisia brenesii","VU"
"17429","Astrocaryum alatum","NT"
"17430","Astrocaryum confertum","EN"
"17431","Carapa nicaraguensis","LC"
"17432","Chrysochlamys glauca","LC"
"17433","Chrysochlamys silvicola","LC"
"17435","Coussarea talamancana","LC"
"17436","Dalbergia glomerata","CR"
"17442","Gloeospermum boreale","CR"
"17443","Guarea gentryi","LC"
"17444","Hymenolobium mesoamericanum","LC"
"17445","Lacunaria panamensis","EN"
"17446","Ladenbergia brenesii","LC"
"17447","Licania affinis","LC"
"17449","Lonchocarpus oliganthus","LC"
"17450","Maranthes panamensis","LC"
"17451","Meliosma donnellsmithii","LC"
"17454","Mouriri gleasoniana","LC"
"17455","Nectandra hypoleuca","VU"
"17456","Neea delicatula","LC"
"17458","Ocotea dendrodaphne","LC"
"17460","Pentagonia wendlandii","LC"
"17464","Protium costaricense","LC"
"17465","Psidium friedrichsthalianum","LC"
"17467","Sacoglottis trichogyna","LC"
"17468","Sloanea geniculata","EN"
"17469","Sloanea megaphylla","LC"
"17470","Swartzia costaricensis","LC"
"17471","Tachigali costaricensis","NT"
"17474","Unonopsis bullata","LC"
"17475","Unonopsis hammelii","VU"
"17476","Vachellia ruddiae","LC"
"17477","Xylopia bocatorena","LC"
"17479","Cryosophila cookii","EN"
"17481","Hirtella trichotoma","CR"
"17483","Unonopsis stevensii","EN"
"17484","Anaxagorea panamensis","NT"
"17485","Caryocar costaricense","EN"
"17487","Citharexylum cooperi","LC"
"17488","Clusia osseocarpa","VU"
"17489","Coussapoa brevipes","LC"
"17491","Cymbopetalum costaricense","LC"
"17492","Damburneya longipetiolata","EN"
"17493","Erythrina gibbosa","LC"
"17496","Hymenandra pittieri","LC"
"17499","Lunania mexicana","LC"
"17500","Macoubea mesoamericana","EN"
"17506","Ouratea rinconensis","LC"
"17507","Palicourea psychotrioides","LC"
"17508","Parmentiera dressleri","EN"
"17511","Pouteria viridis","LC"
"17515","Quararibea gomeziana","EN"
"17517","Quararibea pendula","EN"
"17519","Sloanea faginea","LC"
"17520","Sloanea guapilensis","EN"
"17521","Spachea correae","VU"
"17522","Stenanona panamensis","EN"
"17523","Sterculia costaricana","LC"
"17524","Swartzia nuda","EN"
"17525","Unonopsis panamensis","LC"
"17526","Unonopsis storkii","LC"
"17527","Unonopsis theobromifolia","LC"
"17530","Zygia biflora","VU"
"17531","Chomelia venulosa","LC"
"17533","Guatteria lucens","LC"
"17534","Guatteria panamensis","LC"
"17536","Palicourea umbelliformis","LC"
"17537","Rudgea skutchii","LC"
"17539","Cedrela tonduzii","LC"
"17542","Cojoba sophorocarpa","LC"
"17543","Colpothrinax aphanopetala","EN"
"17544","Conostegia micrantha","LC"
"17545","Cordia porcata","LC"
"17546","Croton megistocarpus","LC"
"17547","Dalbergia melanocardium","EN"
"17548","Decazyx esparzae","CR"
"17549","Deherainia matudae","VU"
"17553","Faramea suerrensis","LC"
"17555","Hirtella lemsii","LC"
"17556","Ilex skutchii","LC"
"17557","Inga tonduzii","LC"
"17560","Magnolia inbioana","EN"
"17562","Ocotea atirrensis","LC"
"17563","Ocotea hartshorniana","LC"
"17564","Ouratea prominens","LC"
"17566","Palicourea hondensis","LC"
"17567","Parathesis cartagoana","EN"
"17574","Saurauia villosa","VU"
"17576","Sloanea ensiformis","CR"
"17578","Swartzia guatemalensis","LC"
"17580","Unonopsis penduliflora","VU"
"17581","Acalypha apodanthes","LC"
"17583","Bourreria huanita","VU"
"17584","Brachistus stramoniifolius","LC"
"17585","Cedrela salvadorensis","LC"
"17586","Couepia hallwachsiae","EN"
"17587","Dalbergia ruddiae","EN"
"17590","Eugenia salamensis","EN"
"17591","Heliocarpus appendiculatus","LC"
"17592","Inga paterno","LC"
"17594","Palicourea eurycarpa","LC"
"17598","Arachnothryx torresii","LC"
"17600","Dendropanax punctatus","LC"
"17601","Magnolia morii","EN"
"17607","Toxosiphon lindenii","LC"
"17608","Alfaroa manningii","NT"
"17610","Arachnothryx bertieroides","LC"
"17611","Ardisia subcrenulata","LC"
"17613","Chrysochlamys grandifolia","LC"
"17614","Chrysochlamys psychotriifolia","LC"
"17615","Clusia croatii","VU"
"17617","Daphnopsis morii","LC"
"17619","Erythrina steyermarkii","LC"
"17620","Ficus davidsoniae","LC"
"17622","Matayba ingifolia","LC"
"17623","Meliosma brenesii","LC"
"17624","Ocotea meziana","LC"
"17625","Ocotea pullifolia","LC"
"17626","Palicourea pendula","LC"
"17627","Palicourea vestita","LC"
"17632","Rustia costaricensis","LC"
"17633","Aiouea neurophylla","LC"
"17634","Coussarea impetiolaris","LC"
"17635","Desmopsis microcarpa","LC"
"17636","Duguetia panamensis","LC"
"17638","Ilex hemiepiphytica","NT"
"17640","Magnolia multinervia","VU"
"17641","Magnolia talamancana","VU"
"17644","Parathesis glendae","EN"
"17646","Pouteria filiformis","VU"
"17649","Sapium pachystachys","LC"
"17652","Ardisia standleyana","LC"
"17653","Bactris dianeura","LC"
"17655","Copaifera aromatica","LC"
"17656","Cordia megalantha","LC"
"17657","Dalbergia tilarana","EN"
"17658","Desmopsis bibracteata","LC"
"17661","Esenbeckia berlandieri","EN"
"17663","Eugenia costaricensis","LC"
"17665","Geonoma ferruginea","LC"
"17666","Guatteria oliviformis","LC"
"17667","Gymnanthes riparia","LC"
"17671","Hyperbaena tonduzii","LC"
"17676","Rudgea reducticalyx","LC"
"17677","Theobroma angustifolium","LC"
"17679","Aegiphila valerioi","LC"
"17682","Amphitecna gentryi","VU"
"17686","Ardisia glandulosomarginata","LC"
"17687","Bakeridesia nelsonii","VU"
"17691","Dichapetalum morenoi","NT"
"17696","Ilex vulcanicola","NT"
"17697","Inga herrerae","EN"
"17698","Inga skutchii","VU"
"17699","Lacmellea zamorae","NT"
"17706","Parathesis acostensis","VU"
"17707","Pentagonia osaensis","VU"
"17709","Chrysochlamys tenuis","LC"
"17711","Cordia croatii","LC"
"17712","Cosmibuena valerioi","LC"
"17713","Damburneya salicina","LC"
"17714","Dendropanax capillaris","LC"
"17715","Dendropanax globosus","LC"
"17716","Dendropanax querceti","LC"
"17717","Dendropanax sessiliflorus","LC"
"17721","Eugenia siggersii","LC"
"17722","Ficus osensis","EN"
"17723","Gonzalagunia osaensis","LC"
"17724","Gonzalagunia rosea","LC"
"17725","Guatteria costaricensis","LC"
"17727","Hedyosmum costaricense","LC"
"17729","Nectandra ramonensis","VU"
"17730","Ocotea endresiana","LC"
"17731","Ocotea laetevirens","LC"
"17732","Oreomunnea pterocarpa","EN"
"17738","Posoqueria grandiflora","LC"
"17742","Schefflera rodriguesiana","LC"
"17743","Inga canonegrensis","VU"
"17746","Brosimum costaricanum","LC"
"17748","Cryosophila guagara","VU"
"17751","Hyperbaena leptobotryosa","LC"
"17752","Inga litoralis","EN"
"17753","Klarobelia stipitata","VU"
"17754","Licania jefensis","LC"
"17756","Paramachaerium gruberi","CR"
"17757","Pouteria foveolata","VU"
"17758","Sloanea cararaensis","EN"
"17761","Senna nicaraguensis","LC"
"17762","Unonopsis osae","NT"
"17763","Ardisia liesneri","EN"
"17764","Bourreria rinconensis","EN"
"17766","Calliandra bijuga","LC"
"17767","Couepia osaensis","CR"
"17769","Desmopsis heteropetala","NT"
"17773","Inga bella","EN"
"17780","Ocotea rivularis","VU"
"17782","Pleodendron costaricense","CR"
"17783","Pleurothyrium hexaglandulosum","VU"
"17785","Recchia simplicifolia","EN"
"17789","Tapirira lepidota","VU"
"17792","Aiouea obscura","VU"
"17793","Ardisia dunlapiana","EN"
"17794","Bactris militaris","EN"
"17795","Bourreria grandicalyx","EN"
"17797","Dendropanax ravenii","VU"
"17798","Desmopsis verrucipes","LC"
"17805","Guatteria pudica","EN"
"17806","Guatteria rostrata","EN"
"17807","Hirtella papillata","EN"
"17808","Huberodendron allenii","EN"
"17809","Inga bracteifera","EN"
"17813","Maytenus grisea","EN"
"17819","Osa pulchra","EN"
"17820","Pleurothyrium golfodulcense","NT"
"17822","Pouteria chiricana","VU"
"17823","Pouteria spicata","VU"
"17824","Protium pecuniosum","NT"
"17826","Vachellia allenii","NT"
"17827","Williamodendron glaucophyllum","EN"
"17828","Annona pruinosa","VU"
"17830","Casimiroa edulis","LC"
"17831","Citharexylum schottii","LC"
"17832","Coccoloba floribunda","LC"
"17833","Euonymus costaricensis","LC"
"17834","Gyrocarpus jatrophifolius","LC"
"17839","Capparidastrum mollicellum","LC"
"17840","Compsoneura excelsa","LC"
"17842","Guatteria alata","LC"
"17843","Hasseltia allenii","LC"
"17844","Inga mortoniana","LC"
"17847","Aiouea chavarriana","VU"
"17849","Chimarrhis latifolia","LC"
"17850","Couratari scottmorii","EN"
"17851","Cymbopetalum torulosum","LC"
"17855","Inga golfodulcensis","EN"
"17856","Inga stenophylla","EN"
"17857","Inga tenuiloba","EN"
"17859","Magnolia wetteri","EN"
"17860","Meliosma grandiflora","LC"
"17861","Pouteria triplarifolia","EN"
"17862","Psychotria orosiana","LC"
"17863","Rondeletia hameliifolia","LC"
"17865","Allophylus gentryi","LC"
"17866","Blakea pauciflora","LC"
"17868","Coussarea caroliana","LC"
"17870","Guatteria chiriquiensis","LC"
"17871","Hampea platanifolia","LC"
"17872","Inga allenii","VU"
"17873","Myrcia riverae","EN"
"17878","Unonopsis costaricensis","LC"
"17879","Vantanea barbourii","LC"
"17880","Beilschmiedia immersinervis","EN"
"17882","Magnolia guanacastensis","EN"
"17884","Dalbergia calycina","VU"
"17886","Ilex haberi","VU"
"17888","Aiouea brenesii","NT"
"17889","Aiouea hammeliana","LC"
"17892","Calophyllum inophyllum","LC"
"17894","Chrysochlamys skutchii","LC"
"17897","Couepia janzenii","EN"
"17898","Cryosophila grayumii","VU"
"17901","Hamelia longipes","LC"
"17902","Haydenoxylon haberianum","EN"
"17903","Hyperbaena allenii","VU"
"17904","Inga jimenezii","EN"
"17913","Porcelia magnifructa","NT"
"17915","Pouteria fossicola","VU"
"17916","Prunus annularis","LC"
"17918","Quetzalia occidentalis","LC"
"17919","Quiina colonensis","VU"
"17920","Sapranthus viridiflorus","LC"
"17922","Symplocos panamensis","LC"
"17923","Aiouea tonduzii","LC"
"17924","Ardisia generalensis","CR"
"17925","Cordia correae","EN"
"17929","Lonchocarpus acuminatus","LC"
"17930","Sapranthus palanga","LC"
"17931","Thouinidium decandrum","LC"
"17934","Decazyx macrophyllus","EN"
"17935","Diospyros acapulcensis","LC"
"17938","Lonchocarpus lanceolatus","LC"
"17940","Lonchocarpus salvadorensis","LC"
"17941","Lysiloma divaricatum","LC"
"17942","Mimosa acantholoba","LC"
"17943","Mimosa platycarpa","LC"
"17944","Rehdera trinervis","LC"
"17945","Sebastiania pavoniana","LC"
"17948","Bonellia nervosa","LC"
"17951","Agonandra macrocarpa","NT"
"17952","Amphipterygium adstringens","VU"
"17955","Bourreria andrieuxii","LC"
"17957","Bursera ovalifolia","LC"
"17959","Cascabela ovata","LC"
"17961","Colubrina triflora","LC"
"17962","Crescentia alata","LC"
"17963","Croton axillaris","LC"
"17965","Eugenia hypargyrea","LC"
"17968","Havardia campylacantha","LC"
"17970","Lonchocarpus eriocarinalis","LC"
"17971","Lonchocarpus parviflorus","LC"
"17972","Lonchocarpus phaseolifolius","LC"
"17974","Piscidia grandifolia","LC"
"17975","Plocosperma buxifolium","LC"
"17976","Randia nicaraguensis","LC"
"17977","Randia thurberi","LC"
"17978","Sideroxylon stenospermum","LC"
"17979","Stenocereus aragonii","LC"
"17981","Amphipterygium simplicifolium","NT"
"17982","Annona holosericea","LC"
"17983","Calliandra rubescens","LC"
"17987","Platymiscium parviflorum","CR"
"17988","Quadrella isthmensis","LC"
"17989","Quadrella morenoi","EN"
"17996","Bursera grandifolia","LC"
"17998","Crateva palmeri","LC"
"18004","Perymenium grande","LC"
"18005","Lonchocarpus felipei","LC"
"18006","Hura polyandra","LC"
"18007","Mariosousa centralis","LC"
"18008","Morus celtidifolia","LC"
"18009","Ardisia crassiramea","EN"
"18013","Citharexylum mocinnoi","LC"
"18014","Crossopetalum enervium","NT"
"18021","Matudaea trinervia","VU"
"18025","Ocotea monteverdensis","CR"
"18029","Parmentiera valerii","EN"
"18030","Persea brenesii","VU"
"18037","Aiouea pittieri","LC"
"18038","Alfaroa costaricensis","LC"
"18042","Brunellia standleyana","VU"
"18043","Chrysochlamys allenii","LC"
"18045","Conostegia pittieri","LC"
"18050","Frangula discolor","LC"
"18052","Guatteria verrucosa","LC"
"18053","Ilex costaricensis","LC"
"18054","Ilex lamprophylla","LC"
"18056","Montanoa guatemalensis","LC"
"18057","Ocotea guatemalensis","LC"
"18060","Parathesis crassiramea","VU"
"18061","Quercus salicifolia","LC"
"18062","Rogiera amoena","LC"
"18063","Saurauia montana","LC"
"18064","Styrax warscewiczii","LC"
"18065","Tapirira mexicana","LC"
"18066","Ticodendron incognitum","NT"
"18067","Ulmus mexicana","LC"
"18068","Wimmeria sternii","EN"
"18074","Sloanea herrerae","EN"
"18076","Ardisia copeyana","LC"
"18079","Ehretia latifolia","LC"
"18080","Juglans olanchana","EN"
"18084","Oreopanax standleyi","NT"
"18085","Oreopanax xalapensis","LC"
"18088","Telanthophora grandifolia","LC"
"18089","Alchornea guatemalensis","EN"
"18091","Conostegia oerstediana","LC"
"18092","Conostegia volcanalis","LC"
"18094","Meliosma idiopoda","LC"
"18095","Quercus benthamii","NT"
"18100","Ardisia angucianensis","CR"
"18101","Brunellia costaricensis","VU"
"18108","Frangula oreodendron","LC"
"18109","Fraxinus uhdei","LC"
"18117","Meriania grandiflora","VU"
"18119","Mortoniodendron abelianum","NT"
"18120","Ocotea austinii","LC"
"18126","Persea albida","EN"
"18128","Saurauia pittieri","LC"
"18131","Weinmannia vulcanicola","EN"
"18137","Amphitecna sessilifolia","VU"
"18138","Ardisia furfuracea","EN"
"18139","Ardisia furfuracella","VU"
"18142","Buddleja nitida","LC"
"18143","Byrsonima herrerae","VU"
"18146","Cojoba costaricensis","NT"
"18147","Conostegia chiriquensis","VU"
"18148","Conostegia macrantha","LC"
"18149","Damburneya smithii","VU"
"18150","Dendropanax gonatopodus","LC"
"18152","Desmopsis maxonii","LC"
"18153","Desmopsis oerstedii","VU"
"18160","Frangula pendula","LC"
"18163","Inga longispica","LC"
"18168","Mollinedia costaricensis","LC"
"18171","Ocotea gomezii","LC"
"18172","Ocotea holdridgeana","VU"
"18173","Ocotea mollifolia","LC"
"18175","Oreopanax costaricensis","LC"
"18176","Oreopanax nubigenus","NT"
"18177","Oreopanax oerstedianus","VU"
"18178","Oreopanax striatus","NT"
"18179","Oreopanax vestitus","LC"
"18184","Panopsis costaricensis","LC"
"18185","Parathesis seibertii","EN"
"18187","Pleurothyrium palmanum","VU"
"18188","Plinia salticola","LC"
"18189","Prunus fortunensis","VU"
"18192","Psychotria sylvivaga","LC"
"18194","Quararibea aurantiocalyx","EN"
"18197","Schizocalyx veraguensis","LC"
"18198","Schoepfia vacciniiflora","LC"
"18199","Sloanea brenesii","NT"
"18200","Solanum fortunense","VU"
"18203","Symplocos costaricana","LC"
"18207","Verbesina tapantiana","EN"
"18209","Weinmannia wercklei","LC"
"18210","Wercklea insignis","LC"
"18211","Wercklea woodsonii","LC"
"18212","Xylosma quichensis","LC"
"18213","Guatteria talamancana","EN"
"18215","Ouratea jefensis","LC"
"18216","Berberis hemsleyi","LC"
"18218","Ilex pallida","LC"
"18219","Litsea glaucescens","LC"
"18221","Prumnopitys standleyi","EN"
"18222","Saurauia rubiformis","LC"
"18223","Clethra formosa","VU"
"18224","Clethra talamancana","EN"
"18225","Aiouea costaricensis","LC"
"18228","Cornus disciflora","LC"
"18229","Crataegus mexicana","LC"
"18230","Deppea grandiflora","LC"
"18231","Magnolia panamensis","LC"
"18232","Meliosma irazuensis","LC"
"18237","Ocotea viridiflora","VU"
"18239","Palicourea salicifolia","VU"
"18240","Parathesis glabra","LC"
"18243","Quercus costaricensis","VU"
"18245","Ardisia pleurobotrya","VU"
"18246","Dendropanax latilobus","NT"
"18247","Meriania panamensis","EN"
"18249","Oreopanax pycnocarpus","NT"
"18250","Viburnum venustum","LC"
"18251","Oreopanax echinops","VU"
"18252","Clethra gelida","LC"
"18253","Ardisia tarariae","EN"
"18254","Persea vesticula","LC"
"18255","Berberis volcania","LC"
"18259","Oreopanax paramicola","NT"
"18261","Amanoa anomala","CR"
"18263","Ardisia croatii","LC"
"18264","Banara riparia","EN"
"18265","Bauhinia pichinchensis","VU"
"18266","Connarus ecuadorensis","CR"
"18267","Diospyros esmereg","EN"
"18269","Grias longirachis","EN"
"18270","Gustavia pubescens","VU"
"18272","Hernandia lychnifera","EN"
"18274","Inga carinata","EN"
"18275","Inga multicaulis","EN"
"18276","Inga silanchensis","VU"
"18277","Klarobelia megalocarpa","EN"
"18278","Magnolia dixonii","CR"
"18279","Matisia palenquiana","EN"
"18281","Miconia littlei","CR"
"18282","Naucleopsis chiguila","VU"
"18283","Panopsis megistosperma","VU"
"18284","Phytelephas aequatorialis","NT"
"18285","Pleurothyrium giganthum","EN"
"18286","Rustia bilsana","EN"
"18287","Saurauia mexiae","EN"
"18288","Siparuna palenquensis","EN"
"18290","Unonopsis esmeraldae","VU"
"18292","Bauhinia haughtii","EN"
"18295","Guatteria pichinchae","VU"
"18296","Inga jaunechensis","EN"
"18297","Mosannona pacifica","EN"
"18300","Pouteria gigantea","CR"
"18305","Gonzalagunia dodsonii","CR"
"18307","Simira standleyi","CR"
"18308","Stephanopodium longipedicellatum","VU"
"18309","Trichilia primogenita","VU"
"18310","Verbesina minuticeps","EN"
"18311","Browneopsis disepala","EN"
"18313","Erythrochiton giganteus","EN"
"18315","Eugenia pustulescens","EN"
"18318","Blakea involvens","EN"
"18320","Tovomita aequatoriensis","CR"
"18321","Daphnopsis occulta","CR"
"18322","Gustavia serrata","EN"
"18324","Swartzia littlei","EN"
"18329","Pseudolmedia manabiensis","CR"
"18330","Annona deceptrix","VU"
"18333","Annona manabiensis","EN"
"18336","Rinorea deflexa","EN"
"18339","Erythroxylum ruizii","EN"
"18341","Aegiphila glomerata","CR"
"18345","Hirtella pauciflora","EN"
"18348","Eugenia guayaquilensis","CR"
"18349","Gonzalagunia bifida","CR"
"18350","Priogymnanthus apertus","EN"
"18351","Steriphoma urbani","CR"
"18352","Clavija parvula","CR"
"18359","Clitoria brachystegia","EN"
"18365","Pisonia floribunda","LC"
"18369","Citharexylum quitense","CR"
"18371","Psidium rostratum","VU"
"18372","Citharexylum lojense","VU"
"18373","Calliandra tumbeziana","VU"
"18376","Pouteria brevipetiolata","EN"
"18378","Bauhinia flagelliflora","EN"
"18379","Browneopsis macrofoliolata","CR"
"18381","Daphnopsis grandis","EN"
"18385","Annona ecuadorensis","CR"
"18392","Parathesis eggersiana","CR"
"18393","Roupala plinervia","LC"
"18394","Tournefortia obtusiflora","CR"
"18399","Verbesina pentantha","NT"
"18404","Arachnothryx chimboracensis","CR"
"18405","Meliosma littlei","EN"
"18406","Arachnothryx thiemei","VU"
"18407","Astianthus viminalis","LC"
"18408","Bursera bipinnata","LC"
"18409","Carpinus caroliniana","LC"
"18410","Celtis caudata","LC"
"18411","Cephalanthus salicifolius","LC"
"18413","Hintonia latiflora","LC"
"18414","Ipomoea arborescens","LC"
"18416","Psychotria jinotegensis","LC"
"18417","Quercus xalapensis","LC"
"18419","Sapranthus microcarpus","LC"
"18421","Quercus segoviensis","LC"
"18423","Gyrocarpus mocinoi","VU"
"18424","Lonchocarpus molinae","LC"
"18426","Taxodium mucronatum","LC"
"18427","Calliandra molinae","EN"
"18429","Crudia acuminata","LC"
"18430","Cupania mollis","LC"
"18433","Arbutus xalapensis","LC"
"18436","Bunchosia biocellata","LC"
"18437","Bunchosia guatemalensis","LC"
"18439","Carpinus tropicalis","LC"
"18440","Casearia sanchezii","EN"
"18441","Clethra suaveolens","LC"
"18442","Clethra vicentina","LC"
"18445","Croton pseudoniveus","LC"
"18446","Dalbergia calderonii","CR"
"18447","Dalbergia congestiflora","EN"
"18448","Euonymus benthamii","VU"
"18450","Leucaena shannonii","LC"
"18451","Liquidambar styraciflua","LC"
"18453","Ostrya virginiana","LC"
"18456","Podocarpus matudae","VU"
"18457","Prunus lundelliana","EN"
"18458","Psychotria aguilarii","EN"
"18459","Quercus laurina","LC"
"18460","Sapranthus violaceus","LC"
"18462","Saurauia waldheimii","LC"
"18463","Symplocos pycnantha","LC"
"18465","Viburnum hartwegii","LC"
"18466","Wimmeria acuminata","EN"
"18467","Agonandra racemosa","LC"
"18470","Cymbopetalum stenophyllum","LC"
"18471","Dalbergia agudeloi","NT"
"18472","Dalbergia salvanaturae","EN"
"18473","Ehretia anacua","LC"
"18475","Hampea tomentosa","LC"
"18476","Leucaena magnifica","EN"
"18478","Machaerium nicaraguense","EN"
"18480","Ocotea rhytidotricha","VU"
"18482","Pisonia donnellsmithii","VU"
"18484","Sideroxylon tepicense","LC"
"18485","Zinowiewia rubra","VU"
"18486","Calliandra caeciliae","LC"
"18487","Cordia salvadorensis","LC"
"18490","Pinus ayacahuite","LC"
"18491","Sinclairia glabra","LC"
"18493","Thouinia villosa","LC"
"18494","Bauhinia seleriana","LC"
"18495","Brahea dulcis","LC"
"18497","Wimmeria cyclocarpa","EN"
"18498","Abies guatemalensis","EN"
"18499","Aiouea padiformis","LC"
"18502","Beaucarnea goldmanii","VU"
"18503","Damburneya rudis","VU"
"18504","Erythrina guatemalensis","EN"
"18510","Pinus maximinoi","LC"
"18511","Pinus pseudostrobus","LC"
"18513","Quercus vicentensis","VU"
"18515","Saurauia leucocarpa","VU"
"18517","Taxus globosa","EN"
"18523","Hybosema ehrenbergii","LC"
"18526","Prunus axitliana","EN"
"18527","Quercus crispifolia","NT"
"18529","Albizia xerophytica","EN"
"18532","Ageratina mairetiana","LC"
"18533","Annona macroprophyllata","LC"
"18534","Balmea stormiae","EN"
"18537","Cupressus lusitanica","LC"
"18539","Diphysa puberulenta","LC"
"18541","Frangula capreifolia","LC"
"18543","Ilex discolor","LC"
"18545","Ledenbergia macrantha","LC"
"18547","Lonchocarpus santarosanus","VU"
"18549","Ocotea heydeana","LC"
"18552","Prunus cortapico","LC"
"18553","Prunus salasii","EN"
"18554","Psychotria flava","LC"
"18557","Aralia humilis","LC"
"18559","Buddleja cordata","LC"
"18561","Clethra oleoides","VU"
"18562","Clethra pachecoana","VU"
"18565","Daphnopsis selerorum","LC"
"18568","Frangula mucronata","LC"
"18569","Ilex liebmannii","LC"
"18570","Leucaena trichandra","LC"
"18571","Magnolia guatemalensis","LC"
"18576","Perrottetia longistylis","LC"
"18578","Quercus castanea","LC"
"18580","Saurauia oreophila","VU"
"18583","Symplocos tacanensis","VU"
"18586","Amphitecna molinae","EN"
"18587","Hampea mexicana","NT"
"18588","Matayba mexicana","EN"
"18589","Bakeridesia gloriosa","VU"
"18590","Hampea reynae","VU"
"18594","Dalbergia granadillo","CR"
"18595","Aphananthe monoica","LC"
"18597","Bursera permollis","LC"
"18598","Pilosocereus leucocephalus","LC"
"18601","Bakeridesia notolophium","EN"
"18602","Bursera itzae","CR"
"18603","Reynosia barbatula","EN"
"18604","Talisia floresii","NT"
"18607","Aiouea parvissima","EN"
"18609","Beilschmiedia steyermarkii","EN"
"18611","Eugenia shookii","EN"
"18613","Ocotea nigrita","EN"
"18616","Hamelia barbata","EN"
"18617","Mortoniodendron sulcatum","VU"
"18618","Psychotria lorenciana","EN"
"18619","Eugenia magoana","CR"
"18620","Quadrella steyermarkii","EN"
"18622","Arachnothryx linguiformis","LC"
"18623","Arachnothryx rubens","EN"
"18624","Beilschmiedia anay","EN"
"18628","Chamaedorea carchensis","LC"
"18630","Cordia cardenasiana","CR"
"18631","Cymbopetalum steyermarkii","EN"
"18632","Eugenia cervina","EN"
"18633","Eugenia gigas","EN"
"18636","Hoffmannia macrosiphon","EN"
"18638","Licania guatemalensis","CR"
"18640","Ocotea euvenosa","CR"
"18641","Ocotea racemiflora","CR"
"18643","Ouratea theophrasta","CR"
"18644","Pouteria quicheana","CR"
"18645","Pouteria squamosa","VU"
"18647","Rondeletia chinajensis","EN"
"18648","Sommera guatemalensis","VU"
"18650","Trichilia chirriactensis","CR"
"18653","Lonchocarpus caudatus","LC"
"18655","Clusia uniflora","CR"
"18656","Cordia prunifolia","LC"
"18657","Cordia stenoclada","LC"
"18658","Lonchocarpus verrucosus","LC"
"18660","Arachnothryx villosa","LC"
"18661","Magnolia mexicana","VU"
"18663","Ocotea amplifolia","CR"
"18665","Eugenia eliasii","EN"
"18668","Eugenia ursina","CR"
"18671","Erythrina castillejiflora","CR"
"18672","Erythrina huehuetenangensis","CR"
"18675","Magnolia mayae","CR"
"18678","Ceiba schottii","LC"
"18679","Myrciaria ibarrae","LC"
"18681","Alseis yucatanensis","LC"
"18682","Amyris vestita","EN"
"18684","Cordia elaeagnoides","LC"
"18685","Jatropha alamanii","VU"
"18686","Lonchocarpus yucatanensis","LC"
"18688","Colubrina greggii","LC"
"18689","Sideroxylon eucoriaceum","EN"
"18690","Caesalpinia pulcherrima","LC"
"18691","Clusia mayana","CR"
"18692","Mouriri steyermarkii","EN"
